TRIP_CODE,TAXON_NAME,TAXON_GROUP,GENUS,SPECIES,SPCODE,CELL_L,BIOVOLUME_UM3L
PHB20140716,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,109566,75.15,153852.9170841683366733466933867735470942
PHB20140716,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,109553,25.05,1934061.01803607214428857715430861723447
PHB20140716,Rhizosolenia setigera group,Centric diatom,Rhizosolenia,cf. setigera,149115,25.05,1133238.87775551102204408817635270541082
PHB20140716,Scrippsiella spp.,Dinoflagellate,Scrippsiella,spp.,109545,25.05,118045.7164328657314629258517034068136273
PHB20140716,Thalassiosira spp. 40-60 µm,Centric diatom,Thalassiosira,spp.,148912,25.05,491857.1518036072144288577154308617234469
PHB20140716,Tintinnina ,Ciliate,,,732976,25.05,256175.5998977120908483633934535738142936
PHB20140716,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,840626,25.05,7082742.98597194388777555110220440881767
PHB20140716,Tripos kofoidii,Dinoflagellate,Tripos (Ceratium),kofoidii,837456,25.05,144278.0978623914495657982631930527722111
PHB20140716,Unid dinoflagellate 10 - 30 µm,Dinoflagellate,,,146203,300.6,1888731.46292585170340681362725450901804
PHB20140716,Unid dinoflagellate < 10 µm,Dinoflagellate,,,146203,12024.05,3626364.40881763527054108216432865731463
PHB20140824,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,149118,25.28,155650.0606673407482305358948432760364004
PHB20140824,Ciliate (Inc. tintinnid),Ciliate,,,11,252.78,2585068.23759268621503201887428378833838
PHB20140824,Cryptophyta < 10 µm length,Flagellate,,,17638,48309.18,37941908.2125603864734299516908212560386
PHB20140824,Dictyocha fibula,Silicoflagellate,Dictyocha,fibula,157463,25.28,103402.7295037074486012807549713515335354
PHB20140824,Dinophysis acuminata,Dinoflagellate,Dinophysis,acuminata,109603,101.11,2073639.99191102123356926188068756319514
PHB20140824,Eutreptiella spp.,Flagellate,Eutreptiella,spp.,17657,75.83,611978.714294742163801820020222446916077
PHB20140824,Flagellate <10 µm fusiform,Flagellate,,,146222,49432.65,3235356.51424933528068007339999251020485
PHB20140824,Flagellate <10 µm round,Flagellate,,,146222,124705.09,8161922.11549264127626109425907201438037
PHB20140824,Grammatophora oceanica,Pennate diatom,Grammatophora,oceanica,149339,25.28,79524.7724974721941354903943377148634985
PHB20140824,Guinardia delicatula,Centric diatom,Guinardia,delicatula,149112,75.83,603938.1180485338725985844287158746208291
PHB20140824,Gymnodinioid dinoflagellate 10-20 µm,Dinoflagellate,,,109392,75.83,55906.9605662285136501516683518705763398
PHB20140824,Gyrodinium spp. 60-80 µm,Dinoflagellate,Gyrodinium,spp.,109476,75.83,5003037.66430738119312436804853387259858
PHB20140824,Mesodinium rubrum,Ciliate,Mesodinium,rubrum,232069,25.28,96487.1549544994944388270980788675429726
PHB20140824,Navicula cf. 80-100 µm length,Pennate diatom,,,149031,50.56,318503.538928210313447927199191102123357
PHB20140824,Octactis octonaria,Silicoflagellate,Octactis,octonaria,375970,25.28,103402.7295037074486012807549713515335354
PHB20140824,Prasinophytes,Flagellate,,,17329,5617.35,1470616.59738606149121821518181477736584
PHB20140824,Proboscia alata,Centric diatom,Proboscia,alata,149168,25.28,1677605.88346814964610717896865520728008
PHB20140824,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,109553,25.28,1951661.16885743174924165824064711830132
PHB20140824,Rhizosolenia setigera,Centric diatom,Rhizosolenia,setigera,149115,25.28,1143551.46612740141557128412537917087968
PHB20140824,Scrippsiella spp.,Dinoflagellate,Scrippsiella,spp.,109545,176.95,833839.6107178968655207280080889787664288
PHB20140824,Tripos arietinus,Dinoflagellate,Tripos (Tripoceratium),arietinus,841182,25.28,1645344.23186299292214357937310414560162
PHB20140824,Unid dinoflagellate < 10 µm,Dinoflagellate,,,146203,10111.22,3049470.5763397371081900910010111223458
PHB20140911,Alexandrium pseudogonyaulax,Dinoflagellate,Alexandrium,pseudogonyaulax,109713,5448.77,218452704.642857142857142857142857142857
PHB20140911,Chaetoceros spp. 10-20 µm,Centric diatom,Chaetoceros,spp.,148985,2424.24,7615975.75757575757575757575757575757576
PHB20140911,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,148985,646.46,243711.2242424242424242424242424242424244
PHB20140911,Chrysophyceae,Flagellate,,,146230,4489.34,3525914.70258136924803591470258136924803
PHB20140911,Climacodium spp.,Centric diatom,Climacodium,spp.,196803,46.18,15641763.54401154401154401154401154401161
PHB20140911,Cryptophyta < 10 µm length,Flagellate,,,17638,20650.95,16219207.63187429854096520763187429854093
PHB20140911,Flagellate <10 µm fusiform,Flagellate,,,146222,17059.48,1116539.65581743359521137298915076692855
PHB20140911,Flagellate <10 µm round,Flagellate,,,146222,157126.82,10283917.88252899364010475121586232697339
PHB20140911,Guinardia delicatula,Centric diatom,Guinardia,delicatula,149112,161.62,1287099.90303030303030303030303030303031
PHB20140911,Noctiluca scintillans,Dinoflagellate,Noctiluca,scintillans,109921,80.81,5288872053.872053872053872053872053872045
PHB20140911,Octactis octonaria,Silicoflagellate,Octactis,octonaria,375970,346.32,1416662.15728715728715728715728715728715
PHB20140911,Pennate diatom 75 - 100 µm,Pennate diatom,,,148899,230.88,242424.2424242424242424242424242424242426
PHB20140911,Prasinophytes,Flagellate,,,17329,2693.6,705182.940516273849607182940516273849609
PHB20140911,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,109553,92.35,7130294.10354978354978354978354978354981
PHB20140911,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,23.09,4617.604617604617604617604617604617604626
PHB20140911,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,149152,138.53,41558.4415584415584415584415584415584414
PHB20140911,Scrippsiella spp.,Dinoflagellate,Scrippsiella,spp.,109545,253.97,1196796.1904761904761904761904761904762
PHB20140911,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,840627,69.26,1450662.04906204906204906204906204906205
PHB20140911,Tripos teres,Dinoflagellate,Tripos (Ceratium),teres,1381154,23.09,483554.0163540163540163540163540163540188
PHB20140911,Unid dinoflagellate < 10 µm,Dinoflagellate,,,146203,3591.47,1083160.99663299663299663299663299663299
ROT20140319,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,149118,47.57,292936.0799238820171265461465271170313987
ROT20140319,Chaetoceros decipiens < 15 µm cell width,Centric diatom,Chaetoceros (Hyalochaete),decipiens,149126,71.36,242120.6374881065651760228353948620361561
ROT20140319,Chaetoceros similis,Centric diatom,Chaetoceros (Hyalochaete),similis,149127,23.79,78465.0214081826831588962892483349191246
ROT20140319,Chaetoceros spp. 50-60 µm,Centric diatom,Chaetoceros,spp.,148985,23.79,924766.3237392959086584205518553758325405
ROT20140319,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,148985,285.44,107609.1722169362511893434823977164605138
ROT20140319,Climacodium spp.,Centric diatom,Climacodium,spp.,196803,309.23,104748935.36512844909609895337773549001
ROT20140319,Cryptophyta < 10 µm length,Flagellate,,,17638,8087.54,6351930.30447193149381541389153187440533
ROT20140319,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,95.15,19029.4957183634633682207421503330161751
ROT20140319,Dictyocha fibula,Silicoflagellate,Dictyocha,fibula,157463,23.79,97302.8539287979701871233745639073897873
ROT20140319,Eutintinnus spp.,Ciliate,Eutintinnus,spp.,183543,23.79,840696.6579448144624167459562321598477641
ROT20140319,Flagellate <10 µm fusiform,Flagellate,,,146222,6184.59,404779.8723437995559784332381858547415174
ROT20140319,Flagellate <10 µm round,Flagellate,,,146222,95623.22,6258519.56470028544243577545195052331112
ROT20140319,Grammatophora oceanica,Pennate diatom,Grammatophora,oceanica,149339,23.79,74833.4919124643196955280685061845861085
ROT20140319,Guinardia spp.,Centric diatom,Guinardia,spp.,149111,118.93,2989143.67269267364414843006660323501427
ROT20140319,Gymnodinioid dinoflagellate 20-30 µm,Dinoflagellate,,,109392,118.93,233526.8494291151284490960989533777354895
ROT20140319,Hemiaulus spp.,Centric diatom,Hemiaulus,spp.,163248,23.79,343284.4686607992388201712654614652711703
ROT20140319,Leptocylindrus mediterraneus,Centric diatom,Leptocylindrus,mediterraneus,149230,118.93,1120928.87725975261655566127497621313035
ROT20140319,Meuniera membranacea,Pennate diatom,Meuniera,meuniera,149145,71.36,1681393.31588962892483349191246431969553
ROT20140319,Pennate diatom > 10 µm,Pennate diatom,,,148899,71.36,14985.7278782112274024738344433872502379
ROT20140319,Pleurosigma spp. > 450 µm,Pennate diatom,Pleurosigma,spp.,149181,23.79,3597764.0342530922930542340627973358706
ROT20140319,Prasinophytes,Flagellate,,,17329,2378.69,622738.2651443070091975895972090072946432
ROT20140319,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,109553,71.36,5509589.61750713606089438629876308277832
ROT20140319,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,95.15,19029.4957183634633682207421503330161751
ROT20140319,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,149069,166.51,83696022.83539486203615604186489058039968
ROT20140319,Steenstrupiella spp.,Ciliate,Steenstrupiella,spp.,183545,23.79,211855.5578020932445290199809705042816365
ROT20140319,Striatella spp.,Pennate diatom,Striatella,spp.,149176,71.36,3924.833491912464319695528068506184586109
ROT20140319,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,840627,95.15,1992762.44846178242943228671106882334285
ROT20140319,Tripos symmetricus,Dinoflagellate,Tripos (Tripoceratium),symmetricus,841767,47.57,4321803.5601014906438312718046305106248
ROT20140319,Unid dinoflagellate < 10 µm,Dinoflagellate,,,146203,3330.16,1004352.2740247383444338725023786869648
ROT20140519,Cryptophyta < 10 µm length,Flagellate,,,17638,477.1,374712.5477099236641221374045801526717554
ROT20140519,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,23.85,4770.992366412213740458015267175572519084
ROT20140519,Flagellate <10 µm fusiform,Flagellate,,,146222,18129.77,1186589.73441475826972010178117048346056
ROT20140519,Flagellate <10 µm round,Flagellate,,,146222,85877.86,5620688.21564885496183206106870229007633
ROT20140519,Leptocylindrus mediterraneus,Centric diatom,Leptocylindrus,mediterraneus,149230,23.85,224827.5286259541984732824427480916030534
ROT20140519,Mesodinium rubrum,Ciliate,Mesodinium,rubrum,232069,23.85,91055.1490935114503816793893129770992365
ROT20140519,Octactis octonaria,Silicoflagellate,Octactis,octonaria,375970,23.85,97581.3926327926208651399491094147582696
ROT20140519,Pennate diatom > 10 µm,Pennate diatom,,,148899,23.85,5009.541984732824427480916030534351145038
ROT20140519,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,109566,47.71,97675.0707697201017811704834605597964377
ROT20140519,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,109553,596.37,46044677.86259541984732824427480916030542
ROT20140519,Salpingella spp.,Ciliate,Salpingella,spp.,183566,23.85,674482.5858778625954198473282442748091627
ROT20140519,Skeletonema spp.,Centric diatom,Skeletonema,spp.,149073,381.68,156679.8066157760814249363867684478371501
ROT20140519,Unid dinoflagellate 30 - 50 µm,Dinoflagellate,,,146203,95.42,3996933.84223918575063613231552162849873
ROT20140519,Unid dinoflagellate < 10 µm,Dinoflagellate,,,146203,4770.99,1438896.18320610687022900763358778625954
ROT20140624,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,149118,628.93,3872651.823899371069182389937106918239
ROT20140624,Chaetoceros affinis,Centric diatom,Chaetoceros (Hyalochaete),affinis,149241,419.29,2634457.02306079664570230607966457023061
ROT20140624,Chaetoceros atlanticus,Centric diatom,Chaetoceros (Phaeoceros),atlanticus,149288,419.29,711303.3962264150943396226415094339622634
ROT20140624,Chaetoceros compressus,Centric diatom,Chaetoceros (Hyalochaete),compressus,149129,419.29,1317228.5115303983228511530398322851153
ROT20140624,Chaetoceros decipiens < 15 µm cell width,Centric diatom,Chaetoceros (Hyalochaete),decipiens,149126,419.29,1422606.79245283018867924528301886792453
ROT20140624,Chaetoceros messanense,Centric diatom,Chaetoceros (Hyalochaete),messanense,418509,5450.73,8561985.32494758909853249475890985324948
ROT20140624,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,178185,209.64,3951685.53459119496855345911949685534591
ROT20140624,Chaetoceros radicans,Centric diatom,Chaetoceros (Hyalochaete),radicans,163112,838.57,898349.8448637316561844863731656184486375
ROT20140624,Chaetoceros spp. 10-20 µm,Centric diatom,Chaetoceros,spp.,148985,3144.65,9879213.83647798742138364779874213836477
ROT20140624,Chaetoceros spp. 20-30 µm,Centric diatom,Chaetoceros,spp.,148985,1048.22,6174508.64779874213836477987421383647798
ROT20140624,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,148985,3983.23,1501640.50314465408805031446540880503145
ROT20140624,Cryptophyta < 10 µm length,Flagellate,,,17638,1886.79,1481882.07547169811320754716981132075472
ROT20140624,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,1048.22,209643.6058700209643605870020964360587
ROT20140624,Dactyliosolen fragilissimus <150 µm length,Centric diatom,Dactyliosolen,fragilissimus,149310,209.64,5268914.04612159329140461215932914046121
ROT20140624,Flagellate <10 µm fusiform,Flagellate,,,146222,21698.11,1420136.98899371069182389937106918238994
ROT20140624,Flagellate <10 µm round,Flagellate,,,146222,110849.06,7255047.66116352201257861635220125786162
ROT20140624,Guinardia flaccida <150 µm length,Centric diatom,Guinardia,flaccida,149132,419.29,82326781.97064989517819706498951781970642
ROT20140624,Guinardia striata,Centric diatom,Guinardia,striata,149113,1257.86,106695509.433962264150943396226415094339
ROT20140624,Helicotheca spp.,Centric diatom,Helicotheca,spp.,157438,209.64,20005408.01886792452830188679245283018866
ROT20140624,Hemiaulus sinensis,Centric diatom,Hemiaulus,sinensis,163250,419.29,10537828.09224318658280922431865828092242
ROT20140624,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,149106,2515.72,10706597.99528301886792452830188679245285
ROT20140624,Navicula cf. 120-140 µm length,Pennate diatom,,,149031,209.64,3406708.59538784067085953878406708595388
ROT20140624,Prasinophytes,Flagellate,,,17329,3773.58,987921.3836477987421383647798742138364831
ROT20140624,Proboscia alata,Centric diatom,Proboscia,alata,149168,209.64,13913226.15303983228511530398322851153038
ROT20140624,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,48218.03,9643605.8700209643605870020964360587002
ROT20140624,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,149152,2096.44,628930.8176100628930817610062893081761
ROT20140624,Rhizosolenia setigera group,Centric diatom,Rhizosolenia,cf. setigera,149115,209.64,9484045.28301886792452830188679245283018
ROT20140624,Thalassionema spp. > 100 µm length,Pennate diatom,Thalassionema,spp.,149092,838.57,26415094.33962264150943396226415094339623
ROT20140624,Thalassiosira spp. 40-60 µm,Centric diatom,Thalassiosira,spp.,148912,419.29,8232678.19706498951781970649895178197064
ROT20140624,Thalassiothrix spp.,Pennate diatom,Thalassiothrix,spp.,157081,209.64,1886792.4528301886792452830188679245283
ROT20140624,Unid dinoflagellate < 10 µm,Dinoflagellate,,,146203,2830.19,853564.075471698113207547169811320754717
YON20140501,Amphisolenia bidentata,Dinoflagellate,Amphisolenia,bidentata,109589,25.99,1020526.8970893970893970893970893970894
YON20140501,Bacteriastrum furcatum,Centric diatom,Bacteriastrum,furcatum,164110,77.96,413313.3933212058212058212058212058212058
YON20140501,Chaetoceros spp. 10-20 µm,Centric diatom,Chaetoceros,spp.,148985,51.98,163284.3035343035343035343035343035343035
YON20140501,Chrysophyceae,Flagellate,,,146230,1039.5,816421.5176715176715176715176715176715181
YON20140501,Climacodium frauenfeldianum,Centric diatom,Climacodium,frauenfeldianum,196804,701.66,277746600.311850311850311850311850311851
YON20140501,Cryptophyta < 10 µm length,Flagellate,,,17638,259.88,204105.3794178794178794178794178794178795
YON20140501,Cyanobacteria coccoid chain,Cyanobacteria,,,146537,7276.51,3809967.08246708246708246708246708246708
YON20140501,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,129.94,25987.525987525987525987525987525987526
YON20140501,Flagellate <10 µm fusiform,Flagellate,,,146222,14293.14,935482.9889986139986139986139986139986178
YON20140501,Flagellate <10 µm round,Flagellate,,,146222,57952.18,3792958.30084892584892584892584892584892
YON20140501,Gyrodinium spp. 20-40 µm,Dinoflagellate,Gyrodinium,spp.,109476,77.96,612316.138253638253638253638253638253639
YON20140501,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,149106,51.98,221199.2049441268191268191268191268191268
YON20140501,Mesodinium spp.,Ciliate,Mesodinium,spp.,179320,389.81,1487928.21595634095634095634095634095634
YON20140501,Pleurosigma spp. < 150 µm,Pennate diatom,Pleurosigma,spp.,149181,51.98,311850.3118503118503118503118503118503119
YON20140501,Prasinophytes,Flagellate,,,17329,1819.13,476245.8853083853083853083853083853083877
YON20140501,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,109566,51.98,106406.9378031878031878031878031878031878
YON20140501,Prymnesiophytes,Flagellate,,,115057,259.88,136070.2529452529452529452529452529452529
YON20140501,Pseudosolenia calcar-avis,Centric diatom,Pseudosolenia,calcar-avis,163344,259.88,501609380.457380457380457380457380457381
YON20140501,Rhizosolenia fallax group,Centric diatom,Rhizosolenia,cf. fallax,573572,51.98,5747607.48440748440748440748440748440748
YON20140501,Rhizosolenia setigera group,Centric diatom,Rhizosolenia,cf. setigera,149115,129.94,5878234.92723492723492723492723492723493
YON20140501,Steenstrupiella spp.,Ciliate,Steenstrupiella,spp.,183545,25.99,231455.5002598752598752598752598752598753
YON20140501,Thalassionema frauenfeldii,Pennate diatom,Thalassionema,frauenfeldii,176352,77.96,157172.5571725571725571725571725571725572
YON20140501,Trichodesmium spp.,Cyanobacteria,Trichodesmium,spp.,177604,12214.14,6993262.61499480249480249480249480249479
YON20140501,Tripos kofoidii,Dinoflagellate,Tripos (Ceratium),kofoidii,837456,25.99,149677.2782397782397782397782397782397783
YON20140501,Tripos trichoceros,Dinoflagellate,Tripos (Tripoceratium),trichoceros,842517,25.99,1055224.81159043659043659043659043659044
YON20140501,Unid dinoflagellate < 10 µm,Dinoflagellate,,,146203,2858.63,862141.1226611226611226611226611226611228
YON20140527,Amphorides spp.,Ciliate,Amphorides,spp.,183539,25.3,225364.5660425101214574898785425101214575
YON20140527,Bacteriastrum furcatum,Centric diatom,Bacteriastrum,furcatum,164110,75.91,402436.7250759109311740890688259109311741
YON20140527,Chaetoceros spp. 10-20 µm,Centric diatom,Chaetoceros,spp.,148985,75.91,238481.0222672064777327935222672064777328
YON20140527,Ciliate (Inc. tintinnid),Ciliate,,,11,25.3,258768.4703420209176788124156545209176771
YON20140527,Climacodium spp.,Centric diatom,Climacodium,spp.,196803,683.2,231427946.033653846153846153846153846154
YON20140527,Cryptophyta < 10 µm length,Flagellate,,,17638,1518.22,1192405.11133603238866396761133603238866
YON20140527,Cyanobacteria coccoid chain,Cyanobacteria,,,146537,7085.02,3709704.79082321187584345479082321187584
YON20140527,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,126.52,25303.6437246963562753036437246963562754
YON20140527,Flagellate <10 µm fusiform,Flagellate,,,146222,14170.04,927426.1977058029689608636977058029689661
YON20140527,Flagellate <10 µm round,Flagellate,,,146222,96659.92,6326371.5629217273954116059379217273954
YON20140527,Gyrodinium spp.,Dinoflagellate,Gyrodinium,spp.,109476,25.3,2623291.24493927125506072874493927125506
YON20140527,Gyrodinium spp. 20-40 µm,Dinoflagellate,Gyrodinium,spp.,109476,75.91,596202.5556680161943319838056680161943327
YON20140527,Hemiaulus spp.,Centric diatom,Hemiaulus,spp.,163248,25.3,365174.0653466599190283400809716599190283
YON20140527,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,149106,50.61,215378.1732350708502024291497975708502024
YON20140527,Mesodinium spp.,Ciliate,Mesodinium,spp.,179320,379.55,1448772.21027327935222672064777327935223
YON20140527,Pleurosigma spp. < 150 µm,Pennate diatom,Pleurosigma,spp.,149181,50.61,303643.7246963562753036437246963562753037
YON20140527,Prasinophytes,Flagellate,,,17329,2024.29,529957.8272604588394062078272604588394088
YON20140527,Proboscia alata,Centric diatom,Proboscia,alata,149168,404.86,26868861.8421052631578947368421052631579
YON20140527,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,109566,50.61,103606.755229419703103913630229419703104
YON20140527,Prymnesiophytes,Flagellate,,,115057,506.07,264978.9136302294197031039136302294197029
YON20140527,Pseudosolenia calcar-avis,Centric diatom,Pseudosolenia,calcar-avis,163344,253.04,488409133.603238866396761133603238866397
YON20140527,Rhizosolenia fallax group,Centric diatom,Rhizosolenia,cf. fallax,573572,50.61,5596354.65587044534412955465587044534413
YON20140527,Rhizosolenia setigera group,Centric diatom,Rhizosolenia,cf. setigera,149115,126.52,5723544.53441295546558704453441295546561
YON20140527,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,149069,303.64,152627854.251012145748987854251012145749
YON20140527,Steenstrupiella spp.,Ciliate,Steenstrupiella,spp.,183545,25.3,225364.5660425101214574898785425101214575
YON20140527,Thalassionema frauenfeldii,Pennate diatom,Thalassionema,frauenfeldii,176352,75.91,153036.437246963562753036437246963562753
YON20140527,Trichodesmium spp.,Cyanobacteria,Trichodesmium,spp.,177604,41751.01,23904741.46950910931174089068825910931177
YON20140527,Tripos kofoidii,Dinoflagellate,Tripos (Ceratium),kofoidii,837456,25.3,145738.4024966261808367071524966261808367
YON20140527,Tripos trichoceros,Dinoflagellate,Tripos (Tripoceratium),trichoceros,842517,25.3,1027455.7376012145748987854251012145749
YON20140527,Unid dinoflagellate 10 - 30 µm,Dinoflagellate,,,146203,126.52,794936.7408906882591093117408906882591111
YON20140527,Unid dinoflagellate < 10 µm,Dinoflagellate,,,146203,4048.58,1221022.83400809716599190283400809716599
YON20140624,Amphorides spp.,Ciliate,Amphorides,spp.,183539,25,222660.19125
YON20140624,Asteromphalus spp.,Centric diatom,Asteromphalus,spp.,162254,25,5581967.29453125
YON20140624,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,149118,100,615751.64
YON20140624,Centric diatom,Centric diatom,,,148899,25,39269.875
YON20140624,Cerataulina pelagica,Centric diatom,Cerataulina,pelagica,149619,125,5193440.96875
YON20140624,Chaetoceros compressus,Centric diatom,Chaetoceros (Hyalochaete),compressus,149129,50,157079.5
YON20140624,Chaetoceros lorenzianus,Centric diatom,Chaetoceros (Hyalochaete),lorenzianus,156617,275,5183623.5
YON20140624,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,148985,75,28274.31
YON20140624,Chrysophyceae,Flagellate,,,146230,250,196349.375
YON20140624,Ciliate (naked < 25µm),Ciliate,,,11,25,130899.5833333333333333333333333333333331
YON20140624,Climacocylis spp.,Ciliate,Climacocylis,spp.,183547,25,2827431
YON20140624,Climacodium spp.,Centric diatom,Climacodium,spp.,196803,800,270993553.400000000000000000000000000001
YON20140624,Coscinodiscus spp.,Centric diatom,Coscinodiscus,spp.,148917,25,16964586
YON20140624,Cryptophyta < 10 µm length,Flagellate,,,17638,750,589048.125
YON20140624,Cyanobacteral filament,Cyanobacteria,,,146537,75,39269.875
YON20140624,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,200,40000
YON20140624,Dactyliosolen phuketensis,Centric diatom,Dactyliosolen,phuketensis,248064,25,942477
YON20140624,Dadayiella ganymedes,Ciliate,Dadayiella,ganymedes,183542,25,65449.7916666666666666666666666666666667
YON20140624,Eucampia zodiacus,Centric diatom,Eucampia,zodiacus,149131,25,942477
YON20140624,Flagellate <10 µm fusiform,Flagellate,,,146222,2250,147262.0312500000000000000000000000000005
YON20140624,Flagellate <10 µm round,Flagellate,,,146222,13250,867209.7395833333333333333333333333333319
YON20140624,Guinardia striata,Centric diatom,Guinardia,striata,149113,75,6361719.75
YON20140624,Hemiaulus hauckii,Centric diatom,Hemiaulus,hauckii,163249,50,830950.555
YON20140624,Hemiaulus membranaceus,Centric diatom,Hemiaulus,membranaceus,418540,275,25717252.089375
YON20140624,Hemiaulus spp.,Centric diatom,Hemiaulus,spp.,163248,50,721583.953125
YON20140624,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,149106,300,1276761.8109375
YON20140624,Leptocylindrus mediterraneus,Centric diatom,Leptocylindrus,mediterraneus,149230,75,706857.75
YON20140624,Mesodinium spp.,Ciliate,Mesodinium,spp.,179320,50,190851.5924999999999999999999999999999997
YON20140624,Navicula cf. 100-120 µm length,Pennate diatom,,,149031,25,343750
YON20140624,Navicula cf. 40-60 µm length,Pennate diatom,,,149031,275,567187.5
YON20140624,Pleurosigma spp. < 150 µm,Pennate diatom,Pleurosigma,spp.,149181,75,450000
YON20140624,Prasinophytes,Flagellate,,,17329,250,65449.791666666666666666666666666666667
YON20140624,Proboscia alata,Centric diatom,Proboscia,alata,149168,25,1659152.21875
YON20140624,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,109566,25,51181.7370833333333333333333333333333334
YON20140624,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,109553,50,3860385.79200000000000000000000000000001
YON20140624,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,75,15000
YON20140624,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,149152,25,7500
YON20140624,Raphidophytes,Flagellate,,,160581,750,785397.5000000000000000000000000000000018
YON20140624,Rhabdonella amor,Ciliate,Rhabdonella,amor,341673,125,16362447.91666666666666666666666666666673
YON20140624,Steenstrupiella spp.,Ciliate,Steenstrupiella,spp.,183545,25,222660.19125
YON20140624,Striatella unipunctata,Pennate diatom,Striatella,unipunctata,149177,50,2750
YON20140624,Thalassionema spp. < 100 µm length,Pennate diatom,Thalassionema,spp.,149092,25,12500
YON20140624,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,840626,25,7068577.50000000000000000000000000000003
YON20140624,Tripos kofoidii,Dinoflagellate,Tripos (Ceratium),kofoidii,837456,75,431968.625
YON20140624,Tripos symmetricus,Dinoflagellate,Tripos (Tripoceratium),symmetricus,841767,25,2271107.77083333333333333333333333333333
YON20140624,Unid dinoflagellate < 10 µm,Dinoflagellate,,,146203,7750,2337342.96
YON20140717,Cerataulina spp. ~150 µm length,Centric diatom,Cerataulina,spp.,149236,48.78,7039843.44512195121951219512195121951219
YON20140717,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,148985,24.39,9194.89756097560975609756097560975609756
YON20140717,Chrysophyceae,Flagellate,,,146230,975.61,766241.4634146341463414634146341463414633
YON20140717,Cryptophyta < 10 µm length,Flagellate,,,17638,4878.05,3831207.31707317073170731707317073170732
YON20140717,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,97.56,19512.1951219512195121951219512195121951
YON20140717,Dadayiella spp.,Ciliate,Dadayiella,spp.,183541,48.78,127706.9105691056910569105691056910569106
YON20140717,Flagellate <10 µm fusiform,Flagellate,,,146222,33170.73,2171017.47967479674796747967479674796749
YON20140717,Flagellate <10 µm round,Flagellate,,,146222,155121.95,10152699.39024390243902439024390243902437
YON20140717,Mesodinium spp.,Ciliate,Mesodinium,spp.,179320,24.39,93098.3378048780487804878048780487804876
