TRIP_CODE,SAMPLEDEPTH_M,REPLICATE,TSS_MG,INORGANICFRACTION_MG,ORGANICFRACTION_MG,VOL_L,TSSFLAG,SECCHIDEPTH_M,SECCHIFLAG
NRSDAR20160530,WC,0,0.1,0,0.1,(null),0,3.5,0
NRSYON20160601,WC,1,4.3,2.4,1.9,4,0,12,0
NRSYON20160601,WC,2,3.3,2,1.3,4,0,12,0
NRSYON20160601,WC,0,1.5,0.9,0.6,(null),0,12,0
NRSYON20160624,WC,0,1.6,1,0.6,(null),0,19,0
NRSPHB20160615,WC,0,0.5,0.1,0.4,(null),0,17,0
NRSPHB20151215,WC,1,(null),(null),(null),(null),0,16,1
NRSPHB20151215,WC,2,(null),(null),(null),(null),0,16,1
NRSYON20160725,WC,0,0.1,-0.2,0.3,(null),0,13,1
NRSYON20160823,WC,0,0,0,0,(null),0,16,1
NRSROT20160722,WC,1,(null),(null),(null),(null),0,23.5,0
NRSROT20160722,WC,2,(null),(null),(null),(null),0,23.5,0
NRSDAR20160723,WC,0,0.1,0,0.1,(null),0,1.5,1
NRSDAR20160724_0130,WC,0,0,0,0,(null),0,2,1
NRSDAR20160724_0430,WC,0,0,0,0,(null),0,2,1
NRSDAR20160724_0730,WC,0,0.1,0,0.1,(null),0,2.5,0
NRSKAI20160915,WC,0,1.8,1,0.8,(null),0,(null),9
NRSYON20130912,WC,0,0,-0.5,0.5,(null),1,11,1
NRSKAI20161118,WC,0,0.1,0,0.1,(null),0,0,0
NRSDAR20170202_2130,WC,1,21.5,18.1,3.4,0.7,0,2.5,0
NRSDAR20170202_2130,WC,2,19.3,17.2,2.1,0.7,0,2.5,0
NRSDAR20170203_0030,WC,1,15.8,13.5,2.3,0.7,0,2.5,0
NRSDAR20170203_0030,WC,2,15.7,13.7,2,0.7,0,2.5,0
NRSDAR20170203_0330,WC,1,11.6,9.4,2.2,0.7,0,2.5,0
NRSDAR20170203_0330,WC,2,11.3,9.3,2,0.7,0,2.5,0
NRSDAR20170203_0630,WC,1,6.8,5.9,0.9,0.7,0,2.5,0
NRSDAR20170203_0630,WC,2,7,5.7,1.3,0.7,0,2.5,0
NRSPHB20170321,WC,1,0.9,0.1,0.8,2,0,(null),9
NRSPHB20170321,WC,2,1,0.1,0.9,2,0,(null),9
NRSPHB20170419,WC,1,1.3,0.8,0.5,2,0,17,0
NRSPHB20170419,WC,2,1.8,0.9,0.9,2,0,17,0
NRSMAI20170601,WC,1,1.6,0.5,1.1,4,0,17,0
NRSMAI20170601,WC,2,1.7,0.8,0.9,4,0,17,0
NRSMAI20170626,WC,1,1.8,0.3,1.5,4,0,18,0
NRSMAI20170626,WC,2,1.4,0.5,0.9,4,0,18,0
NRSNSI20170516,WC,1,1.9,0.7,1.2,2,0,21.5,0
NRSNSI20170516,WC,2,2.1,1.1,1,2,0,21.5,0
NRSNSI20170627,WC,1,(null),(null),(null),2,0,16,0
NRSNSI20170627,WC,2,(null),(null),(null),2,0,16,0
NRSDAR20170516,WC,1,(null),(null),(null),1,0,2,0
NRSDAR20170516,WC,2,(null),(null),(null),1,0,2,0
NRSKAI20170518,WC,1,1.6,0.5,1.1,4,0,(null),9
NRSKAI20170518,WC,2,1.9,0.8,1.1,4,0,(null),9
NRSMAI20170801,WC,1,1.1,0.3,0.8,4,0,21,0
NRSMAI20170801,WC,2,1.7,0.5,1.3,4,0,21,0
NRSNSI20170717,WC,1,(null),(null),(null),4.05,0,26,0
NRSNSI20170717,WC,2,(null),(null),(null),4.05,0,26,0
NRSPHB20170517,WC,1,(null),(null),(null),2,0,19,0
NRSPHB20170517,WC,2,(null),(null),(null),2,0,19,0
NRSPHB20170614,WC,1,(null),(null),(null),2,0,16,0
NRSPHB20170614,WC,2,(null),(null),(null),2,0,16,0
NRSPHB20170716,WC,1,(null),(null),(null),4,0,18.5,0
NRSPHB20170716,WC,2,(null),(null),(null),3.77,0,18.5,0
NRSROT20170407,WC,1,(null),(null),(null),4,0,16,0
NRSROT20170407,WC,2,(null),(null),(null),4,0,16,0
NRSROT20170428,WC,1,(null),(null),(null),4,0,20,0
NRSROT20170428,WC,2,(null),(null),(null),4,0,20,0
NRSROT20170523,WC,1,(null),(null),(null),4,0,13,0
NRSROT20170523,WC,2,(null),(null),(null),4,0,13,0
NRSROT20170626,WC,1,(null),(null),(null),4,0,16,0
NRSROT20170626,WC,2,(null),(null),(null),4,0,16,0
NRSROT20170802,WC,1,(null),(null),(null),4,0,14,0
NRSROT20170802,WC,2,(null),(null),(null),2,0,14,0
NRSYON20170322,WC,1,6.5,3.8,2.7,4,0,20,0
NRSYON20170322,WC,2,8.8,5.9,2.9,4,0,20,0
NRSYON20170426,WC,1,4.9,3,1.9,4,0,13,0
NRSYON20170426,WC,2,4.5,2.9,1.6,4,0,13,0
NRSYON20170528,WC,1,3.8,2.2,1.6,4,0,13,0
NRSYON20170528,WC,2,4.6,2.2,1.6,4,0,13,0
NRSYON20170705,WC,1,(null),(null),(null),4,0,13,0
NRSYON20170705,WC,2,(null),(null),(null),4,0,13,0
NRSNSI20170829,WC,1,(null),(null),(null),4,0,18,0
NRSNSI20170829,WC,2,(null),(null),(null),4,0,18,0
NRSROT20170331,WC,1,(null),(null),(null),4,0,16,0
NRSROT20170331,WC,2,(null),(null),(null),4,0,16,0
NRSDAR20170714_2130,WC,1,(null),(null),(null),1,0,2.5,0
NRSDAR20170714_2130,WC,2,(null),(null),(null),1,0,2.5,0
NRSDAR20170715_0030,WC,1,(null),(null),(null),1,0,2,0
NRSDAR20170715_0030,WC,2,(null),(null),(null),1,0,2,0
NRSDAR20170715_0330,WC,1,(null),(null),(null),1,0,2,0
NRSDAR20170715_0330,WC,2,(null),(null),(null),1,0,2,0
NRSDAR20170715_0630,WC,1,(null),(null),(null),1,0,2,0
NRSDAR20170715_0630,WC,2,(null),(null),(null),1,0,2,0
NRSKAI20170908,0,1,3,2,1,2,0,(null),9
NRSKAI20170908,0,2,2.6,1.3,1.3,2,0,(null),9
NRSKAI20170908,0,3,2.5,1,1.5,2,0,(null),9
NRSMAI20170921,0,1,1.3,0.5,0.8,4,0,17,0
NRSMAI20170921,0,2,1.2,0.5,0.7,4,0,17,0
NRSMAI20170921,0,0,1,0.4,0.6,(null),0,17,0
NRSMAI20171015,0,1,2.5,0.7,1.8,4,0,12,0
NRSMAI20171015,0,2,2.9,0.2,2.7,4,0,12,0
NRSMAI20171015,0,0,0.8,0.4,0.4,(null),0,12,0
NRSMAI20171015,0,3,2.5,0.2,2.3,4,0,12,0
NRSMAI20170921,0,3,1.6,0.4,1.2,4,0,17,0
NRSKAI20170908,0,0,2.2,1.2,1,(null),0,(null),9
NRSMAI20171123,0,1,1.9,0.3,1.6,4,0,13,0
NRSMAI20171123,0,2,1.4,0.1,1.3,4,0,13,0
NRSMAI20171123,0,3,1.5,0.2,1.3,4,0,13,0
NRSMAI20171123,0,0,0.7,0.1,0.6,(null),0,13,0
NRSMAI20180116,0,1,1.5,0.2,1.3,4,0,16,0
NRSMAI20180116,0,2,1.6,0.1,1.5,4,0,16,0
NRSMAI20180116,0,3,1.4,0.2,1.2,4,0,16,0
NRSMAI20180116,0,0,1.3,0.4,0.9,(null),0,16,0
NRSKAI20171129,0,1,(null),(null),(null),(null),0,(null),9
NRSKAI20171129,0,2,(null),(null),(null),(null),0,(null),9
NRSKAI20171129,0,3,(null),(null),(null),(null),0,(null),9
NRSNSI20180417,0,1,1.6,0.8,0.8,4,0,31,0
NRSNSI20180417,0,2,1.6,0.4,1.2,4,0,31,0
NRSNSI20180417,0,3,2.6,0.8,1.8,4,0,31,0
NRSNSI20180417,0,0,0.7,0,0.7,(null),0,31,0
NRSMAI20180301,0,1,0.9,0.2,0.7,4,0,15,0
NRSMAI20180301,0,2,1.7,0.8,0.9,4,0,15,0
NRSMAI20180301,0,3,1,0.3,0.7,4,0,15,0
NRSMAI20180301,0,0,0.3,0,0.3,(null),0,15,0
NRSMAI20180418,0,1,1.4,0.4,1,4,0,20,0
NRSMAI20180418,0,2,1.3,0.2,1.1,4,0,20,0
NRSMAI20180418,0,3,1.4,0.1,1.3,4,0,20,0
NRSMAI20180418,0,0,0.2,0,0.2,(null),0,20,0
NRSKAI20180307,0,1,3.1,1.8,1.3,2,0,(null),9
NRSKAI20180307,0,2,3.8,2.8,1,2,0,(null),9
NRSKAI20180307,0,3,3.5,2.5,1,2,0,(null),9
NRSKAI20180307,0,0,0.9,0.3,0.6,(null),0,(null),9
NRSMAI20171217,0,1,1.1,0.1,1,4,0,14.5,0
NRSMAI20171217,0,2,1,0.1,0.9,4,0,14.5,0
NRSMAI20171217,0,3,1.5,0.3,1.2,4,0,14.5,0
NRSMAI20171217,0,0,1,0.6,0.4,(null),0,14.5,0
NRSMAI20180315,0,1,1.6,0.4,1.2,4,0,21,0
NRSMAI20180315,0,2,2.2,0.9,1.3,4,0,21,0
NRSMAI20180315,0,3,1.1,0.1,1,4,0,21,0
NRSMAI20180315,0,0,0.9,0.4,0.5,(null),0,21,0
NRSROT20180511,0,1,3.4,2.3,1.1,4,0,11,1
NRSROT20180511,0,2,2.7,1.2,1.5,4,0,11,1
NRSROT20180511,0,3,2.4,0.9,1.5,4,0,11,1
NRSROT20180511,0,0,1.1,0.6,0.5,(null),0,11,1
NRSMAI20180605,0,1,(null),(null),(null),(null),9,19,0
NRSMAI20180605,0,2,(null),(null),(null),(null),9,19,0
NRSMAI20180605,0,3,(null),(null),(null),(null),9,19,0
NRSDAR20180509,0,1,5.6,4.1,1.5,0.8,0,5,0
NRSDAR20180509,0,2,5.1,3.8,1.3,0.8,0,5,0
NRSDAR20180509,0,3,4.4,3,1.4,0.8,0,5,0
NRSDAR20180509,0,0,3.7,2.6,1.1,(null),0,5,0
NRSNSI20180530,0,1,2.7,1.5,1.2,4,0,24.5,0
NRSNSI20180530,0,2,2.1,0.6,1.5,4,0,24.5,0
NRSNSI20180530,0,3,1.9,0.8,1.1,4,0,24.5,0
NRSNSI20180530,0,0,0.7,0,0.7,(null),0,24.5,0
NRSPHB20180528,0,1,1.3,0.7,0.6,4,0,13.5,0
NRSPHB20180528,0,2,1.3,0.4,0.9,4,0,13.5,0
NRSPHB20180528,0,0,0.5,0.1,0.4,(null),0,13.5,0
NRSPHB20180626,0,1,1.4,0.1,1.3,2,0,16,0
NRSPHB20180626,0,2,1.4,0.4,1,2,0,16,0
NRSPHB20180626,0,3,1.1,0.1,1,2,0,16,0
NRSPHB20180626,0,0,0.1,0,0.1,(null),0,16,0
NRSROT20180620,0,1,1.8,0.5,1.3,4,0,15,0
NRSROT20180620,0,2,1.6,0.5,1.1,4,0,15,0
NRSROT20180620,0,3,1.8,0.6,1.2,4,0,15,0
NRSROT20180620,0,0,0.5,0,0.5,(null),0,15,0
NRSPHB20180724,0,1,1.6,0.4,1.2,4,0,17,0
NRSPHB20180724,0,2,0.8,0,0.8,4,0,17,0
NRSPHB20180724,0,3,0.9,0,0.9,4,0,17,0
NRSPHB20180724,0,0,0.2,-0.2,0.4,(null),0,17,0
NRSROT20180719,0,1,2,1.1,0.9,4,0,13,0
NRSROT20180719,0,2,3.7,2.4,1.3,4,0,13,0
NRSROT20180719,0,3,2.3,1.3,1,4,0,13,0
NRSROT20180719,0,0,1.1,0.7,0.4,(null),0,13,0
NRSDAR20180730_2130,0,1,12.5,10.4,2.1,1,0,1.3,0
NRSDAR20180730_2130,0,2,25.6,23,2.6,1,0,1.3,0
NRSDAR20180730_2130,0,3,26.4,23,3.4,1,0,1.3,0
NRSDAR20180730_2130,0,0,5.8,4.6,1.2,(null),0,1.3,0
NRSDAR20180731_0030,0,1,8.3,6.4,1.9,0.5,0,1.75,0
NRSDAR20180731_0030,0,2,7,5.4,1.6,0.5,0,1.75,0
NRSDAR20180731_0030,0,3,9.2,7.5,1.7,0.5,0,1.75,0
NRSDAR20180731_0030,0,0,3.9,2.8,1.1,(null),0,1.75,0
NRSDAR20180731_0330,0,1,9,7.4,1.6,0.5,0,1.8,0
NRSDAR20180731_0330,0,2,16.7,14.5,2.2,0.5,0,1.8,0
NRSDAR20180731_0330,0,3,10.1,8.8,1.3,0.5,0,1.8,0
NRSDAR20180731_0330,0,0,3.2,2.1,1.1,(null),0,1.8,0
NRSDAR20180731_0630,0,1,6.4,5.3,1.1,0.5,0,1.5,0
NRSDAR20180731_0630,0,2,6.5,5.3,1.2,0.5,0,1.5,0
NRSDAR20180731_0630,0,3,6,4.9,1.1,0.5,0,1.5,0
NRSDAR20180731_0630,0,0,2.6,1.7,0.9,(null),0,1.5,0
NRSYON20180720,0,1,3.2,2,1.2,4,0,21,0
NRSYON20180720,0,2,3.7,2.7,1,4,0,21,0
NRSYON20180720,0,3,5,3.3,1.7,4,0,21,0
NRSYON20180720,0,0,0.5,0,0.5,(null),0,21,0
NRSYON20180817,0,1,2.9,1.7,1.2,4,0,18,0
NRSYON20180817,0,2,4.4,3.3,1.1,4,0,18,0
NRSYON20180817,0,3,3.2,2.4,0.8,4,0,18,0
NRSYON20180817,0,0,1.3,0.8,0.5,(null),0,18,0
NRSYON20180927,0,1,3.2,2,1.2,4,0,16,0
NRSYON20180927,0,2,3.9,2.9,1,4,0,16,0
NRSYON20180927,0,3,3.5,2.7,0.8,4,0,16,0
NRSYON20180927,0,0,0,0,0,(null),0,16,0
NRSYON20181011,0,1,3.2,2.4,0.8,4,0,15,0
NRSYON20181011,0,2,2.7,1.2,1.5,4,0,15,0
NRSYON20181011,0,3,4.4,2.8,1.6,4,0,15,0
NRSYON20181011,0,0,0.2,0,0.2,(null),0,15,0
NRSROT20180727,0,1,4.2,2.9,1.3,4,0,13,0
NRSROT20180727,0,2,4.2,2.9,1.3,4,0,13,0
NRSROT20180727,0,3,5.1,3.9,1.2,4,0,13,0
NRSROT20180727,0,0,0.6,0.2,0.4,(null),0,13,0
NRSROT20180921,0,1,1.8,1.1,0.7,4,0,14.5,0
NRSROT20180921,0,2,1.7,1.4,0.3,4,0,14.5,0
NRSROT20180921,0,3,4.8,3.9,0.9,4,0,14.5,0
NRSROT20180921,0,0,0.6,0.4,0.2,(null),0,14.5,0
NRSROT20181024,0,1,2,0.5,1.5,4,0,20,0
NRSROT20181024,0,2,2.3,0.6,1.7,4,0,20,0
NRSROT20181024,0,3,2.5,0.9,1.6,4,0,20,0
NRSROT20181024,0,0,2.1,2,0.1,(null),0,20,0
NRSYON20180621,0,1,5.7,3.9,1.8,4,0,14,0
NRSYON20180621,0,2,3.4,2.2,1.2,4,0,14,0
NRSYON20180621,0,3,4.1,2.1,2,4,0,14,0
NRSYON20180621,0,0,0.1,0,0.1,(null),0,14,0
NRSDAR20181030,0,1,6.5,4.5,2,0.7,0,2.5,0
NRSDAR20181030,0,2,8,6.2,1.8,0.7,0,2.5,0
NRSDAR20181030,0,3,8.8,7.1,1.7,0.7,0,2.5,0
NRSDAR20181030,0,0,3.8,2.7,1.1,(null),0,2.5,0
NRSNSI20180817,0,1,1.5,0.1,1.4,4,0,15,0
NRSNSI20180817,0,2,1.9,0.3,1.6,4,0,15,0
NRSNSI20180817,0,3,2,0.2,1.8,4,0,15,0
NRSNSI20180817,0,0,1.1,0.6,0.5,(null),0,15,0
NRSNSI20180718,0,1,2.4,1,1.4,4,0,13.5,0
NRSNSI20180718,0,2,1.5,0.2,1.3,4,0,13.5,0
NRSNSI20180718,0,3,1.6,0.1,1.5,4,0,13.5,0
NRSNSI20180718,0,0,0.5,0.2,0.3,(null),0,13.5,0
NRSNSI20180913,0,1,1.8,0.5,1.3,4,0,27.5,0
NRSNSI20180913,0,2,2.4,0.6,1.8,4,0,27.5,0
NRSNSI20180913,0,3,3,2.2,0.8,4,0,27.5,0
NRSNSI20180913,0,0,1,0.9,0.1,(null),0,27.5,0
NRSNSI20181023,0,1,1.9,0.5,1.4,4,0,25.5,0
NRSNSI20181023,0,2,2.2,0.4,1.8,4,0,25.5,0
NRSNSI20181023,0,3,1.6,0.4,1.2,4,0,25.5,0
NRSNSI20181023,0,0,0.4,0.2,0.2,(null),0,25.5,0
NRSPHB20181120,0,1,0.7,0.1,0.6,4,0,13,1
NRSPHB20181120,0,2,0.5,0.1,0.4,4,0,13,1
NRSPHB20181120,0,3,1.4,0.5,0.9,4,0,13,1
NRSPHB20181120,0,0,0.4,0.1,0.3,(null),0,13,1
NRSROT20180831,0,1,3.2,2.1,1.1,4,0,9,0
NRSROT20180831,0,2,3.1,1.3,1.8,4,0,9,0
NRSROT20180831,0,3,3.1,1.7,1.4,4,0,9,0
NRSROT20180831,0,0,0.7,0.2,0.5,(null),0,9,0
NRSPHB20180905,0,1,1,0.2,0.8,2,0,10,0
NRSPHB20180905,0,2,1.3,0.3,1,2,0,10,0
NRSPHB20180905,0,3,1.5,0.5,1,2,0,10,0
NRSPHB20180905,0,0,1.3,0.9,0.4,(null),0,10,0
NRSPHB20180927,0,1,1.3,0.1,1.2,4,0,10,0
NRSPHB20180927,0,2,1.8,0.2,1.6,4,0,10,0
NRSPHB20180927,0,3,1.4,0.1,1.3,4,0,10,0
NRSPHB20180927,0,0,0.2,0,0.2,(null),0,10,0
NRSROT20181130,0,1,1.8,0.4,1.4,4,0,17.5,0
NRSROT20181130,0,2,0.9,0.8,0.1,4,0,17.5,0
NRSROT20181130,0,3,2.1,0.7,1.4,4,0,17.5,0
NRSROT20181130,0,0,0.7,0.7,0,(null),0,17.5,0
NRSROT20181211,0,1,2.9,2.2,0.7,4,0,15,0
NRSROT20181211,0,2,2.2,0.9,1.3,4,0,15,0
NRSROT20181211,0,3,2.5,1.5,1,4,0,15,0
NRSROT20181211,0,0,0.2,0.2,0,(null),0,15,0
NRSYON20181123,0,1,3.3,1.9,1.4,4,0,13,0
NRSYON20181123,0,2,2.8,1.9,0.9,4,0,13,0
NRSYON20181123,0,3,2.9,1.4,1.5,4,0,13,0
NRSYON20181123,0,0,1.8,1.1,0.7,(null),0,13,0
NRSYON20181213,0,1,5.6,3,2.6,4,0,13,0
NRSYON20181213,0,2,5.5,3.3,2.2,4,0,13,0
NRSYON20181213,0,3,5.1,3.1,2,4,0,13,0
NRSYON20181213,0,0,2.4,1.5,0.9,(null),0,13,0
NRSYON20190124,0,1,4.6,3,1.6,4,0,(null),9
NRSYON20190124,0,2,6.1,4.1,2,4,0,(null),9
NRSYON20190124,0,3,5.1,3.6,1.5,4,0,(null),9
NRSYON20190124,0,0,0,0,0,(null),0,(null),9
NRSYON20190213,0,1,5.2,4,1.2,4,0,5,0
NRSYON20190213,0,2,5.9,4.3,1.6,4,0,5,0
NRSYON20190213,0,3,6.4,4.9,1.5,4,0,5,0
NRSYON20190213,0,0,1.8,1.7,0.1,(null),0,5,0
NRSPHB20181218,0,1,2.3,0.1,2.2,4,0,9,0
NRSPHB20181218,0,2,2.4,0.2,2.2,4,0,9,0
NRSPHB20181218,0,3,2.2,0.2,2,4,0,9,0
NRSPHB20181218,0,0,0.6,0.2,0.4,(null),0,9,0
NRSPHB20190121,0,1,1.8,0.1,1.7,4,0,15,0
NRSPHB20190121,0,2,2.3,0.3,2,4,0,15,0
NRSPHB20190121,0,3,2.6,0.3,2.3,4,0,15,0
NRSPHB20190121,0,0,0.1,0,0.1,(null),0,15,0
NRSPHB20190227,0,1,2.4,1,1.4,4,0,22,0
NRSPHB20190227,0,2,1.2,0.7,0.5,4,0,22,0
NRSPHB20190227,0,3,2.7,1,1.7,4,0,22,0
NRSPHB20190227,0,0,0.5,0.1,0.4,(null),0,22,0
NRSNSI20181115,0,1,2,0.7,1.3,4,0,15,0
NRSNSI20181115,0,2,1.3,0.6,0.7,4,0,15,0
NRSNSI20181115,0,3,3.3,1.5,1.8,4,0,15,0
NRSNSI20181115,0,0,0.1,0,0.1,(null),0,15,0
NRSNSI20190118,0,1,1.3,0.2,1.1,4,0,24,0
NRSNSI20190118,0,2,1.6,0.1,1.5,4,0,24,0
NRSNSI20190118,0,3,1.4,0.2,1.2,4,0,24,0
NRSNSI20190118,0,0,0.4,0.3,0.1,(null),0,24,0
NRSROT20190125,0,1,1.7,0.6,1.1,4,0,19,0
NRSROT20190125,0,2,1.6,0.7,0.9,4,0,19,0
NRSROT20190125,0,3,1.3,0.4,0.9,4,0,19,0
NRSROT20190125,0,0,0,0,0,(null),0,19,0
NRSDAR20190213_2130,0,1,5.3,3.9,1.4,0.5,0,1,0
NRSDAR20190213_2130,0,2,5.4,4,1.4,0.5,0,1,0
NRSDAR20190213_2130,0,3,5.1,3.3,1.8,0.5,0,1,0
NRSDAR20190213_2130,0,0,0.8,0.1,0.7,(null),0,1,0
NRSDAR20190214_0030,0,1,8.2,6.8,1.4,0.5,0,1.2,0
NRSDAR20190214_0030,0,2,7.1,6.1,1,0.5,0,1.2,0
NRSDAR20190214_0030,0,3,8.8,7.6,1.2,0.5,0,1.2,0
NRSDAR20190214_0030,0,0,5,3.7,1.3,(null),0,1.2,0
NRSDAR20190214_0330,0,1,9.9,7.8,2.1,0.5,0,1.2,0
NRSDAR20190214_0330,0,2,10.1,8.7,1.4,0.5,0,1.2,0
NRSDAR20190214_0330,0,3,9.2,8.1,1.1,0.5,0,1.2,0
NRSDAR20190214_0330,0,0,4.6,3.4,1.2,(null),0,1.2,0
NRSDAR20190214_0630,0,1,8.7,7.3,1.4,0.5,0,1.2,0
NRSDAR20190214_0630,0,2,5.3,4.8,0.5,0.5,0,1.2,0
NRSDAR20190214_0630,0,3,7.2,6.2,1,0.5,0,1.2,0
NRSDAR20190214_0630,0,0,3.1,2.3,0.8,(null),0,1.2,0
NRSDAR20190529,0,1,3.8,2.3,1.5,0.7,0,4,0
NRSDAR20190529,0,2,3.4,2.4,1,0.7,0,4,0
NRSDAR20190529,0,3,3.7,2.7,1,0.7,0,4,0
NRSDAR20190529,0,0,3.9,3,0.9,(null),0,4,0
NRSMAI20190624,0,1,1.2,0.1,1.1,4,0,19,0
NRSMAI20190624,0,2,1,0.4,0.6,4,0,19,0
NRSMAI20190624,0,3,1.1,0.1,1,4,0,19,0
NRSMAI20190624,0,0,0.8,0,0.8,(null),0,19,0
NRSNSI20190322,0,1,2.2,0.6,1.6,4,0,14,0
NRSNSI20190322,0,2,1.8,0.4,1.4,4,0,14,0
NRSNSI20190322,0,3,2.8,0.7,2.1,4,0,14,0
NRSNSI20190322,0,0,2,1.2,0.8,(null),0,14,0
NRSNSI20190416,0,1,4.2,2.8,1.4,4,0,20.5,0
NRSNSI20190416,0,2,1.7,0.5,1.2,4,0,20.5,0
NRSNSI20190416,0,3,1.3,0.5,0.8,4,0,20.5,0
NRSNSI20190416,0,0,0.8,0.5,0.3,(null),0,20.5,0
NRSNSI20190527,0,1,2,0.2,1.8,4,0,16.5,0
NRSNSI20190527,0,2,1.4,0.1,1.3,4,0,16.5,0
NRSNSI20190527,0,3,2,0.7,1.3,4,0,16.5,0
NRSNSI20190527,0,0,0.4,0.1,0.3,(null),0,16.5,0
NRSPHB20190408,0,1,1.7,0.5,1.2,4,0,18,0
NRSPHB20190408,0,2,1.4,1,0.4,4,0,18,0
NRSPHB20190408,0,3,1.2,0.7,0.5,4,0,18,0
NRSPHB20190408,0,0,1,0.5,0.5,(null),0,18,0
NRSROT20190306,0,1,2.2,1.1,1.1,4,0,12,0
NRSROT20190306,0,2,1.5,0.4,1.1,4,0,12,0
NRSROT20190306,0,3,1.6,0.5,1.1,4,0,12,0
NRSROT20190306,0,0,0.9,0.3,0.6,(null),0,12,0
NRSROT20190507,0,1,1.5,0.2,1.3,4,0,19,0
NRSROT20190507,0,2,1.3,0.3,1,4,0,19,0
NRSROT20190507,0,3,1.6,0.8,0.8,4,0,19,0
NRSROT20190507,0,0,1,0.5,0.5,(null),0,19,0
NRSROT20190527,0,1,1.9,0.5,1.4,4,0,21,0
NRSROT20190527,0,2,1.8,0.7,1.1,4,0,21,0
NRSROT20190527,0,3,1.9,0.6,1.3,4,0,21,0
NRSROT20190527,0,0,1,0.5,0.5,(null),0,21,0
NRSKAI20190320,0,1,2.8,1.1,1.7,2,0,(null),9
NRSKAI20190320,0,2,3,1.4,1.6,2,0,(null),9
NRSKAI20190320,0,3,2.8,1.4,1.4,2,0,(null),9
NRSKAI20190320,0,0,0.5,0.1,0.4,(null),0,(null),9
NRSKAI20190514,0,1,3.6,1.8,1.8,2,0,(null),9
NRSKAI20190514,0,2,4.3,2.8,1.5,2,0,(null),9
NRSKAI20190514,0,3,5,2.9,2.1,2,0,(null),9
NRSKAI20190514,0,0,0.8,0.1,0.7,(null),0,(null),9
NRSYON20190313,0,1,6.6,4.3,2.3,4,0,8,0
NRSYON20190313,0,2,7.9,4.6,3.3,4,0,8,0
NRSYON20190313,0,3,6.6,4.8,1.8,4,0,8,0
NRSYON20190313,0,0,0.5,0.1,0.4,(null),0,8,0
NRSYON20190528,0,1,3.5,2.1,1.4,4,0,11,0
NRSYON20190528,0,2,4,2.6,1.4,4,0,11,0
NRSYON20190528,0,3,3.6,2.2,1.4,4,0,11,0
NRSYON20190528,0,0,0.1,0,0.1,(null),0,11,0
NRSYON20190507,0,1,4.4,2.8,1.6,4,0,12,1
NRSYON20190507,0,2,4.3,2.6,1.7,4,0,12,1
NRSYON20190507,0,3,5,3.3,1.7,4,0,12,1
NRSYON20190507,0,0,0.2,0.1,0.1,(null),0,12,1
NRSMAI20190731,0,1,1.2,0.2,1,4,0,21,0
NRSMAI20190731,0,2,1.2,0.1,1.1,4,0,21,0
NRSMAI20190731,0,3,1.1,0.2,0.9,4,0,21,0
NRSMAI20190731,0,0,1.4,0.7,0.7,(null),0,21,0
NRSMAI20190828,0,1,1.3,0.3,1,4,0,20,0
NRSMAI20190828,0,2,1.2,0.6,0.6,3.97,0,20,0
NRSMAI20190828,0,3,1.9,0.6,1.3,4,0,20,0
NRSMAI20190828,0,0,0.8,0.4,0.4,(null),0,20,0
NRSMAI20190925,0,1,2.5,0.7,1.8,4,0,11,0
NRSMAI20190925,0,2,2.2,0.2,2,4,0,11,0
NRSMAI20190925,0,3,2,0.3,1.7,4,0,11,0
NRSMAI20190925,0,0,0.7,0.5,0.2,(null),0,11,0
NRSMAI20190925,0,0,0.3,0,0.3,(null),0,11,0
NRSMAI20190925,0,0,0.6,0.2,0.4,(null),0,11,0
NRSKAI20190909,0,1,2.4,1.4,1,2,0,(null),9
NRSKAI20190909,0,2,2.8,1.6,1.2,2,0,(null),9
NRSKAI20190909,0,3,4,2.9,1.1,2,0,(null),9
NRSKAI20190909,0,0,0.5,0,0.5,(null),0,(null),9
NRSMAI20191015,0,1,1.5,0.1,1.4,4,0,17,0
NRSMAI20191015,0,2,1.8,0.1,1.7,4,0,17,0
NRSMAI20191015,0,3,2.2,0.1,2.1,4,0,17,0
NRSMAI20191015,0,0,0.9,0.7,0.2,(null),0,17,0
NRSMAI20191015,0,0,0.8,0.2,0.6,(null),0,17,0
NRSMAI20191015,0,0,0.5,0.1,0.4,(null),0,17,0
NRSMAI20191121,0,1,2.5,0.3,2.2,4,0,12,0
NRSMAI20191121,0,2,2.7,0.5,2.2,3.9,0,12,0
NRSMAI20191121,0,3,3,0.5,2.5,4.1,0,12,0
NRSMAI20191121,0,0,0.6,0.1,0.5,(null),0,12,0
NRSMAI20191121,0,0,0.8,0.2,0.6,(null),0,12,0
NRSMAI20191121,0,0,0.7,0.1,0.6,(null),0,12,0
NRSMAI20191210,0,1,1.9,0.1,1.8,4,0,17,0
NRSMAI20191210,0,2,1.6,0.2,1.4,4,0,17,0
NRSMAI20191210,0,3,1.9,0.3,1.6,4,0,17,0
NRSMAI20191210,0,0,0.9,0.5,0.4,(null),0,17,0
NRSMAI20191210,0,0,1,0.2,0.8,(null),0,17,0
NRSMAI20191210,0,0,0.6,0.3,0.3,(null),0,17,0
NRSKAI20191127,0,1,2,1,1,2,0,(null),9
