TRIP_CODE,SAMPLEDEPTH_M,REPLICATE,TSS_MG,INORGANICFRACTION_MG,ORGANICFRACTION_MG,VOL_L,TSSFLAG,SECCHIDEPTH_M,SECCHIFLAG
NRSNSI20201221,(null),0,(null),(null),(null),(null),0,13,0
NRSNSI20200720,(null),0,(null),(null),(null),(null),0,21,0
NRSMAI20170223,(null),1,(null),(null),(null),(null),0,13,0
NRSMAI20180711,(null),1,(null),(null),(null),(null),0,17,0
NRSROT20140902,(null),2,(null),(null),(null),(null),0,12,1
NRSPHB20180123,(null),0,(null),(null),(null),(null),0,15,0
NRSMAI20180627,(null),3,(null),(null),(null),(null),0,24,0
NRSMAI20140516,(null),2,(null),(null),(null),(null),0,13,1
NRSNSI20170117,(null),2,(null),(null),(null),(null),0,25,0
NRSMAI20141029,(null),1,(null),(null),(null),(null),0,18,1
NRSDAR20140906_09:30,(null),2,(null),(null),(null),(null),0,(null),9
NRSDAR20140906_03:30,(null),1,(null),(null),(null),(null),0,5.5,1
NRSYON20200212,(null),2,(null),(null),(null),(null),0,17,0
NRSKAI20161118,(null),2,(null),(null),(null),(null),0,0,0
NRSMAI20201118,(null),1,(null),(null),(null),(null),0,10,0
NRSROT20140319,(null),1,(null),(null),(null),(null),0,24,1
NRSROT20170303,(null),2,(null),(null),(null),(null),0,15.5,0
NRSDAR20120115_05:40,(null),0,(null),(null),(null),(null),0,1.75,0
NRSPHB20190729,(null),1,(null),(null),(null),(null),0,14,0
NRSPHB20200831,(null),0,(null),(null),(null),(null),0,11,0
NRSNSI20191024,(null),0,(null),(null),(null),(null),0,21,0
NRSMAI20180627,(null),1,(null),(null),(null),(null),0,24,0
NRSMAI20161117,(null),1,(null),(null),(null),(null),0,20,0
NRSYON20200904,(null),2,(null),(null),(null),(null),0,16,0
NRSDAR20190723_0030,(null),3,(null),(null),(null),(null),0,1.75,0
NRSNSI20180123,(null),3,(null),(null),(null),(null),0,32,0
NRSKAI20180515,(null),2,(null),(null),(null),(null),0,(null),9
NRSNSI20200720,(null),2,(null),(null),(null),(null),0,21,0
NRSMAI20180919,(null),2,(null),(null),(null),(null),0,17,0
NRSPHB20201110,(null),0,(null),(null),(null),(null),0,14,0
NRSDAR20140702,(null),1,(null),(null),(null),(null),0,2,1
NRSNSI20200528,(null),0,(null),(null),(null),(null),0,23,0
NRSROT20171103,(null),1,(null),(null),(null),(null),0,19,0
NRSROT20151022,(null),0,(null),(null),(null),(null),0,17,1
NRSNSI20200817,(null),0,(null),(null),(null),(null),0,21.5,0
NRSDAR20201123,(null),3,(null),(null),(null),(null),0,3,0
NRSROT20201127,(null),2,(null),(null),(null),(null),0,22.5,0
NRSNSI20200625,(null),1,(null),(null),(null),(null),0,19,0
NRSPHB20160502,(null),2,(null),(null),(null),(null),0,14,0
NRSROT20180221,(null),1,(null),(null),(null),(null),0,17.5,0
NRSPHB20190923,(null),1,(null),(null),(null),(null),0,19,0
NRSMAI20200810,(null),3,(null),(null),(null),(null),0,19,0
NRSKAI20181204,(null),3,(null),(null),(null),(null),0,(null),9
NRSROT20150128,(null),0,(null),(null),(null),(null),0,21.5,1
NRSKAI20100112,(null),0,(null),(null),(null),(null),0,(null),0
NRSDAR20160724_0130,(null),1,(null),(null),(null),(null),0,2,1
NRSYON20200116,(null),0,(null),(null),(null),(null),0,11,0
NRSDAR20200204_0330,(null),3,(null),(null),(null),(null),0,3,0
NRSMAI20201118,(null),2,(null),(null),(null),(null),0,10,0
NRSMAI20200909,(null),2,(null),(null),(null),(null),0,14,0
NRSDAR20130916,(null),0,(null),(null),(null),(null),0,5,1
NRSYON20180329,(null),1,(null),(null),(null),(null),0,12,0
NRSYON20180602,(null),1,(null),(null),(null),(null),0,12,0
NRSROT20200730,(null),3,(null),(null),(null),(null),0,20,0
NRSYON20140910,(null),1,(null),(null),(null),(null),0,18,1
NRSYON20180602,(null),2,(null),(null),(null),(null),0,12,0
NRSNSI20200528,(null),3,(null),(null),(null),(null),0,23,0
NRSNSI20200122,(null),1,(null),(null),(null),(null),0,15,0
NRSROT20200814,(null),3,(null),(null),(null),(null),0,13,0
NRSNSI20160517,(null),1,(null),(null),(null),(null),0,29,0
NRSYON20170906,(null),1,(null),(null),(null),(null),0,12,0
NRSROT20171103,(null),2,(null),(null),(null),(null),0,19,0
NRSYON20171130,(null),2,(null),(null),(null),(null),0,14,0
NRSYON20201026,(null),3,(null),(null),(null),(null),0,11,0
NRSROT20201013,(null),0,(null),(null),(null),(null),0,20,0
NRSPHB20140612,(null),1,(null),(null),(null),(null),0,15,1
NRSPHB20140612,(null),2,(null),(null),(null),(null),0,15,1
NRSROT20140519,(null),1,(null),(null),(null),(null),0,10,1
NRSMAI20160927,(null),1,(null),(null),(null),(null),0,12,0
NRSMAI20141127,(null),2,(null),(null),(null),(null),0,24,1
NRSROT20171123,(null),2,(null),(null),(null),(null),0,14,0
NRSMAI20140318,(null),2,(null),(null),(null),(null),0,14,1
NRSROT20161114,(null),2,(null),(null),(null),(null),0,17.5,0
NRSYON20191107,(null),3,(null),(null),(null),(null),0,18,0
NRSKAI20140507,(null),1,(null),(null),(null),(null),0,(null),9
NRSNSI20171023,(null),2,(null),(null),(null),(null),0,26.5,0
NRSMAI20190320,(null),0,(null),(null),(null),(null),0,30,0
NRSPHB20200520,(null),3,(null),(null),(null),(null),0,15,0
NRSYON20141209,(null),2,(null),(null),(null),(null),0,18,1
NRSDAR20200204_0330,(null),2,(null),(null),(null),(null),0,3,0
NRSROT20200520,(null),0,(null),(null),(null),(null),0,12,0
NRSPHB20201110,(null),1,(null),(null),(null),(null),0,14,0
NRSROT20141216,(null),0,(null),(null),(null),(null),0,20,1
NRSPHB20100218,(null),0,(null),(null),(null),(null),0,17.5,1
NRSMAI20201020,(null),2,(null),(null),(null),(null),0,10,0
NRSNSI20200625,(null),3,(null),(null),(null),(null),0,19,0
NRSPHB20191028,(null),1,(null),(null),(null),(null),0,14,0
NRSYON20190826,(null),1,(null),(null),(null),(null),0,17,0
NRSPHB20200812,(null),0,(null),(null),(null),(null),0,5,0
NRSKAI20200527,(null),0,(null),(null),(null),(null),0,(null),9
NRSMAI20160630,(null),1,(null),(null),(null),(null),0,14,0
NRSNSI20141020,(null),2,(null),(null),(null),(null),0,22,1
NRSYON20140820,(null),2,(null),(null),(null),(null),0,14,1
NRSPHB20140317,(null),2,(null),(null),(null),(null),0,19.5,1
NRSROT20141216,(null),2,(null),(null),(null),(null),0,20,1
NRSPHB20171211,(null),3,(null),(null),(null),(null),0,19,0
NRSROT20140730,(null),1,(null),(null),(null),(null),0,15,1
NRSYON20180425,(null),0,(null),(null),(null),(null),0,19,0
NRSROT20190621,(null),0,(null),(null),(null),(null),0,16.5,0
NRSPHB20190522,(null),1,(null),(null),(null),(null),0,18,0
NRSDAR20200204_0030,(null),2,(null),(null),(null),(null),0,4,0
NRSMAI20140516,(null),1,(null),(null),(null),(null),0,13,1
NRSPHB20200922,(null),0,(null),(null),(null),(null),0,11,0
NRSMAI20140821,(null),2,(null),(null),(null),(null),0,20,0
NRSKAI20140507,(null),2,(null),(null),(null),(null),0,(null),9
NRSDAR20200204_0330,(null),0,(null),(null),(null),(null),0,3,0
NRSROT20161004,(null),1,(null),(null),(null),(null),0,16,1
NRSKAI20200527,(null),1,(null),(null),(null),(null),0,(null),9
NRSMAI20150723,(null),0,(null),(null),(null),(null),0,19,0
NRSNSI20190723,(null),3,(null),(null),(null),(null),0,17,0
NRSYON20180220,(null),0,(null),(null),(null),(null),0,11,0
NRSROT20200128,(null),3,(null),(null),(null),(null),0,16.5,0
NRSPHB20180123,(null),2,(null),(null),(null),(null),0,15,0
NRSNSI20140507,(null),1,(null),(null),(null),(null),0,17,1
NRSYON20200926,(null),2,(null),(null),(null),(null),0,16.5,0
NRSNSI20201221,(null),3,(null),(null),(null),(null),0,13,0
NRSYON20190826,(null),0,(null),(null),(null),(null),0,17,0
NRSPHB20200520,(null),1,(null),(null),(null),(null),0,15,0
NRSROT20150507,(null),0,(null),(null),(null),(null),0,18,1
NRSPHB20161204,(null),1,(null),(null),(null),(null),0,16,0
NRSROT20200304,(null),2,(null),(null),(null),(null),0,18.5,0
NRSDAR20120730_01:30,(null),0,(null),(null),(null),(null),0,4,0
NRSYON20170906,(null),2,(null),(null),(null),(null),0,12,0
NRSKAI20181204,(null),1,(null),(null),(null),(null),0,(null),9
NRSMAI20140408,(null),1,(null),(null),(null),(null),0,15,0
NRSPHB20180221,(null),1,(null),(null),(null),(null),0,15,0
NRSROT20131218,(null),1,(null),(null),(null),(null),0,17,1
NRSROT20200814,(null),2,(null),(null),(null),(null),0,13,0
NRSDAR20200204_0030,(null),3,(null),(null),(null),(null),0,4,0
NRSDAR20200922_0030,(null),3,(null),(null),(null),(null),0,1.2,0
NRSMAI20140915,(null),0,(null),(null),(null),(null),0,17,1
NRSYON20161207,(null),1,(null),(null),(null),(null),0,11,0
NRSDAR20200511,(null),3,(null),(null),(null),(null),0,1,0
NRSROT20140624,(null),2,(null),(null),(null),(null),0,13,1
NRSYON20200802,(null),3,(null),(null),(null),(null),0,13,0
NRSDAR20140906_03:30,(null),2,(null),(null),(null),(null),0,5.5,1
NRSROT20140730,(null),2,(null),(null),(null),(null),0,15,1
NRSPHB20150225,(null),1,(null),(null),(null),(null),0,17,1
NRSYON20150119,(null),2,(null),(null),(null),(null),0,15,1
NRSYON20191202,(null),3,(null),(null),(null),(null),0,14,0
NRSDAR20200511,(null),0,(null),(null),(null),(null),0,1,0
NRSROT20150224,(null),2,(null),(null),(null),(null),0,21,1
NRSMAI20140703,(null),1,(null),(null),(null),(null),0,19,1
NRSKAI20160915,(null),1,(null),(null),(null),(null),0,(null),9
NRSDAR20160724_0130,(null),2,(null),(null),(null),(null),0,2,1
NRSNSI20130520,(null),0,(null),(null),(null),(null),0,17,0
NRSNSI20190916,(null),1,(null),(null),(null),(null),0,16,0
NRSROT20121126,(null),0,(null),(null),(null),(null),0,22,1
NRSMAI20160927,(null),2,(null),(null),(null),(null),0,12,0
NRSYON20180130,(null),2,(null),(null),(null),(null),0,16,0
NRSYON20200926,(null),1,(null),(null),(null),(null),0,16.5,0
NRSPHB20201013,(null),0,(null),(null),(null),(null),0,15,0
NRSDAR20130617_08:00,(null),0,(null),(null),(null),(null),0,3.5,1
NRSMAI20151216,(null),0,(null),(null),(null),(null),0,11,0
NRSKAI20100315,(null),0,(null),(null),(null),(null),0,(null),9
NRSROT20170303,(null),1,(null),(null),(null),(null),0,15.5,0
NRSNSI20180123,(null),2,(null),(null),(null),(null),0,32,0
NRSROT20201013,(null),2,(null),(null),(null),(null),0,20,0
NRSYON20170724,(null),1,(null),(null),(null),(null),0,14,0
NRSROT20190711,(null),3,(null),(null),(null),(null),0,13,1
NRSROT20201106,(null),3,(null),(null),(null),(null),0,16,0
NRSMAI20090506,(null),0,(null),(null),(null),(null),0,9,1
NRSROT20161114,(null),1,(null),(null),(null),(null),0,17.5,0
NRSMAI20090716,(null),0,(null),(null),(null),(null),0,20,1
NRSROT20160527,(null),2,(null),(null),(null),(null),0,8.5,0
NRSDAR20200922_0630,(null),1,(null),(null),(null),(null),0,1,0
NRSYON20140317,(null),1,(null),(null),(null),(null),0,16,0
NRSROT20140227,(null),1,(null),(null),(null),(null),0,21,1
NRSNSI20190618,(null),3,(null),(null),(null),(null),0,17.5,0
NRSDAR20140906_09:30,(null),1,(null),(null),(null),(null),0,(null),9
NRSDAR20120114_23:35,(null),0,(null),(null),(null),(null),0,2,1
NRSROT20140902,(null),0,(null),(null),(null),(null),0,12,1
NRSNSI20161019,(null),1,(null),(null),(null),(null),0,19,0
NRSROT20170914,(null),2,(null),(null),(null),(null),0,12,0
NRSPHB20180326,(null),2,(null),(null),(null),(null),0,12,0
NRSNSI20191220,(null),1,(null),(null),(null),(null),0,17,0
NRSPHB20200520,(null),0,(null),(null),(null),(null),0,15,0
NRSNSI20201221,(null),2,(null),(null),(null),(null),0,13,0
NRSROT20190819,(null),2,(null),(null),(null),(null),0,23,1
NRSMAI20170412,(null),1,(null),(null),(null),(null),0,19,0
NRSDAR20200204_0630,(null),1,(null),(null),(null),(null),0,2,0
NRSNSI20191024,(null),3,(null),(null),(null),(null),0,21,0
NRSDAR20200810,(null),1,(null),(null),(null),(null),0,3.5,0
NRSNSI20151119,(null),0,(null),(null),(null),(null),0,20,0
NRSKAI20210202,(null),1,(null),(null),(null),(null),0,(null),9
NRSNSI20160822,(null),1,(null),(null),(null),(null),0,19,0
NRSNSI20170117,(null),1,(null),(null),(null),(null),0,25,0
NRSROT20200710,(null),2,(null),(null),(null),(null),0,13,0
NRSMAI20140821,(null),1,(null),(null),(null),(null),0,20,0
NRSYON20171025,(null),3,(null),(null),(null),(null),0,13,1
NRSNSI20180302,(null),1,(null),(null),(null),(null),0,21,0
NRSMAI20131217,(null),0,(null),(null),(null),(null),0,16,0
NRSNSI20200122,(null),3,(null),(null),(null),(null),0,15,0
NRSROT20191104,(null),1,(null),(null),(null),(null),0,15,0
NRSROT20140122,(null),1,(null),(null),(null),(null),0,15,1
NRSDAR20180209_0030,(null),1,(null),(null),(null),(null),0,2.7,0
NRSROT20131218,(null),2,(null),(null),(null),(null),0,17,1
NRSPHB20180221,(null),0,(null),(null),(null),(null),0,15,0
NRSROT20131122,(null),1,(null),(null),(null),(null),0,15,1
NRSROT20200304,(null),0,(null),(null),(null),(null),0,18.5,0
NRSNSI20141107,(null),1,(null),(null),(null),(null),0,22,1
NRSYON20190826,(null),3,(null),(null),(null),(null),0,17,0
NRSNSI20140901,(null),2,(null),(null),(null),(null),0,26,1
NRSKAI20141029,(null),1,(null),(null),(null),(null),0,(null),9
NRSPHB20190626,(null),0,(null),(null),(null),(null),0,18,0
NRSNSI20201022,(null),0,(null),(null),(null),(null),0,14,0
NRSROT20180221,(null),2,(null),(null),(null),(null),0,17.5,0
NRSYON20180220,(null),3,(null),(null),(null),(null),0,11,0
NRSPHB20180221,(null),2,(null),(null),(null),(null),0,15,0
NRSMAI20200928,(null),3,(null),(null),(null),(null),0,16,1
NRSKAI20141029,(null),2,(null),(null),(null),(null),0,(null),9
NRSMAI20150312,(null),0,(null),(null),(null),(null),0,15,1
NRSDAR20200922_0030,(null),2,(null),(null),(null),(null),0,1.2,0
NRSDAR20191105,(null),2,(null),(null),(null),(null),0,4,0
NRSYON20190826,(null),2,(null),(null),(null),(null),0,17,0
NRSROT20191011,(null),0,(null),(null),(null),(null),0,19,0
NRSDAR20140403,(null),0,(null),(null),(null),(null),0,4,1
NRSDAR20180209_0330,(null),0,(null),(null),(null),(null),0,2.9,0
NRSNSI20200122,(null),2,(null),(null),(null),(null),0,15,0
NRSMAI20150526,(null),1,(null),(null),(null),(null),0,23,1
NRSPHB20130725,(null),0,(null),(null),(null),(null),0,13,1
NRSPHB20141112,(null),2,(null),(null),(null),(null),0,16,1
NRSMAI20170412,(null),2,(null),(null),(null),(null),0,19,0
NRSROT20191126,(null),2,(null),(null),(null),(null),0,21.5,0
NRSNSI20160623,(null),1,(null),(null),(null),(null),0,15,0
NRSYON20190808,(null),2,(null),(null),(null),(null),0,21,0
NRSDAR20200204_0630,(null),2,(null),(null),(null),(null),0,2,0
NRSMAI20140619,(null),2,(null),(null),(null),(null),0,18,1
NRSKAI20150408,(null),2,(null),(null),(null),(null),0,(null),9
NRSMAI20150224,(null),0,(null),(null),(null),(null),0,17,1
NRSPHB20171211,(null),1,(null),(null),(null),(null),0,19,0
NRSROT20200304,(null),3,(null),(null),(null),(null),0,18.5,0
NRSPHB20201013,(null),1,(null),(null),(null),(null),0,15,0
NRSDAR20150203_03:30,(null),2,(null),(null),(null),(null),0,3,1
NRSPHB20170205,(null),1,(null),(null),(null),(null),0,11,0
NRSYON20200611,(null),2,(null),(null),(null),(null),0,14,0
NRSNSI20151027,(null),0,(null),(null),(null),(null),0,20,0
NRSNSI20200528,(null),2,(null),(null),(null),(null),0,23,0
NRSROT20191104,(null),2,(null),(null),(null),(null),0,15,0
NRSPHB20191118,(null),2,(null),(null),(null),(null),0,12,0
NRSMAI20180627,(null),0,(null),(null),(null),(null),0,24,0
NRSPHB20200609,(null),0,(null),(null),(null),(null),0,12,0
NRSYON20180425,(null),2,(null),(null),(null),(null),0,19,0
NRSPHB20141021,(null),2,(null),(null),(null),(null),0,10,0
NRSDAR20180209_0330,(null),1,(null),(null),(null),(null),0,2.9,0
NRSROT20201127,(null),1,(null),(null),(null),(null),0,22.5,0
NRSROT20201106,(null),1,(null),(null),(null),(null),0,16,0
NRSPHB20140427,(null),0,(null),(null),(null),(null),0,16,1
NRSYON20191202,(null),2,(null),(null),(null),(null),0,14,0
NRSYON20200904,(null),3,(null),(null),(null),(null),0,16,0
NRSNSI20160822,(null),2,(null),(null),(null),(null),0,19,0
NRSROT20170120,(null),2,(null),(null),(null),(null),0,20,0
NRSKAI20140122,(null),2,(null),(null),(null),(null),0,(null),9
NRSDAR20161107,(null),1,(null),(null),(null),(null),0,2.5,0
NRSDAR20190723_0630,(null),3,(null),(null),(null),(null),0,3,0
NRSNSI20170927,(null),0,(null),(null),(null),(null),0,13,0
NRSYON20200904,(null),0,(null),(null),(null),(null),0,16,0
NRSDAR20180209_0030,(null),3,(null),(null),(null),(null),0,2.7,0
NRSROT20140730,(null),0,(null),(null),(null),(null),0,15,1
NRSPHB20180326,(null),3,(null),(null),(null),(null),0,12,0
NRSROT20131001,(null),0,(null),(null),(null),(null),0,13,1
NRSROT20150128,(null),1,(null),(null),(null),(null),0,21.5,1
NRSNSI20201116,(null),2,(null),(null),(null),(null),0,19,0
NRSPHB20170921,(null),2,(null),(null),(null),(null),0,14.5,0
NRSNSI20171219,(null),0,(null),(null),(null),(null),0,26,0
NRSKAI20150408,(null),1,(null),(null),(null),(null),0,(null),9
NRSNSI20171219,(null),3,(null),(null),(null),(null),0,26,0
NRSPHB20191118,(null),3,(null),(null),(null),(null),0,12,0
NRSROT20161024,(null),2,(null),(null),(null),(null),0,17.5,1
NRSYON20200611,(null),3,(null),(null),(null),(null),0,14,0
NRSPHB20140515,(null),2,(null),(null),(null),(null),0,22.5,0
NRSPHB20141112,(null),1,(null),(null),(null),(null),0,16,1
NRSYON20190703,(null),1,(null),(null),(null),(null),0,9,1
NRSMAI20180711,(null),2,(null),(null),(null),(null),0,17,0
NRSYON20140501,(null),2,(null),(null),(null),(null),0,16,1
NRSDAR20150203_06:30,(null),2,(null),(null),(null),(null),0,3,1
NRSMAI20181018,(null),3,(null),(null),(null),(null),0,13,0
NRSDAR20201123,(null),2,(null),(null),(null),(null),0,3,0
NRSPHB20160719,(null),2,(null),(null),(null),(null),0,11,1
NRSPHB20200224,(null),1,(null),(null),(null),(null),0,15,0
NRSNSI20130819,(null),0,(null),(null),(null),(null),0,13,0
NRSPHB20160615,(null),1,(null),(null),(null),(null),0,17,0
NRSKAI20170315,(null),2,(null),(null),(null),(null),0,0,9
NRSNSI20200122,(null),0,(null),(null),(null),(null),0,15,0
NRSMAI20140122,(null),(null),(null),(null),(null),(null),0,13,1
NRSPHB20130125,(null),(null),(null),(null),(null),(null),0,14,0
NRSNSI20080929,(null),(null),(null),(null),(null),(null),0,(null),9
NRSNSI20081030,(null),(null),(null),(null),(null),(null),0,(null),9
NRSNSI20081119,(null),(null),(null),(null),(null),(null),0,18,1
NRSNSI20140306,(null),1,(null),(null),(null),(null),0,20,1
NRSNSI20201221,(null),1,(null),(null),(null),(null),0,13,0
NRSDAR20200203_2130,(null),3,(null),(null),(null),(null),0,4,0
NRSROT20190819,(null),0,(null),(null),(null),(null),0,23,1
NRSMAI20150421,(null),1,(null),(null),(null),(null),0,19,1
NRSYON20171025,(null),0,(null),(null),(null),(null),0,13,1
NRSYON20140317,(null),2,(null),(null),(null),(null),0,16,0
NRSKAI20160525,(null),1,(null),(null),(null),(null),0,11.5,0
NRSDAR20200921_2130,(null),2,(null),(null),(null),(null),0,0.4,0
NRSPHB20200224,(null),2,(null),(null),(null),(null),0,15,0
NRSYON20170724,(null),0,(null),(null),(null),(null),0,14,0
NRSMAI20190106,(null),1,(null),(null),(null),(null),0,22,0
NRSNSI20201022,(null),1,(null),(null),(null),(null),0,14,0
NRSNSI20200917,(null),1,(null),(null),(null),(null),0,29,0
NRSNSI20171219,(null),2,(null),(null),(null),(null),0,26,0
NRSMAI20131117,(null),0,(null),(null),(null),(null),0,17,0
NRSYON20191009,(null),2,(null),(null),(null),(null),0,14,0
NRSYON20170724,(null),2,(null),(null),(null),(null),0,14,0
NRSPHB20200812,(null),3,(null),(null),(null),(null),0,5,0
NRSDAR20160723,(null),2,(null),(null),(null),(null),0,1.5,1
NRSNSI20171219,(null),1,(null),(null),(null),(null),0,26,0
NRSPHB20190626,(null),3,(null),(null),(null),(null),0,18,0
NRSYON20200802,(null),2,(null),(null),(null),(null),0,13,0
NRSROT20121019,(null),0,(null),(null),(null),(null),0,25,1
NRSDAR20200921_2130,(null),0,(null),(null),(null),(null),0,0.4,0
NRSMAI20181204,(null),0,(null),(null),(null),(null),0,13,0
NRSPHB20191216,(null),0,(null),(null),(null),(null),0,11,0
NRSYON20200306,(null),0,(null),(null),(null),(null),0,16,0
NRSYON20200611,(null),0,(null),(null),(null),(null),0,14,0
NRSDAR20140906_00:30,(null),1,(null),(null),(null),(null),0,7,1
NRSMAI20200909,(null),0,(null),(null),(null),(null),0,14,0
NRSROT20200710,(null),1,(null),(null),(null),(null),0,13,0
NRSNSI20200720,(null),3,(null),(null),(null),(null),0,21,0
NRSYON20171215,(null),3,(null),(null),(null),(null),0,13,0
NRSROT20141216,(null),1,(null),(null),(null),(null),0,20,1
NRSDAR20201123,(null),1,(null),(null),(null),(null),0,3,0
NRSDAR20200922_0330,(null),2,(null),(null),(null),(null),0,0.7,0
NRSDAR20150316,(null),2,(null),(null),(null),(null),0,4,1
NRSMAI20200810,(null),1,(null),(null),(null),(null),0,19,0
NRSDAR20180209_0630,(null),2,(null),(null),(null),(null),0,3,0
NRSNSI20201116,(null),1,(null),(null),(null),(null),0,19,0
NRSDAR20141130,(null),1,(null),(null),(null),(null),0,2.5,1
NRSDAR20190723_0330,(null),2,(null),(null),(null),(null),0,3.2,0
NRSDAR20200922_0330,(null),3,(null),(null),(null),(null),0,0.7,0
NRSMAI20160831,(null),1,(null),(null),(null),(null),0,16,0
NRSDAR20200204_0330,(null),1,(null),(null),(null),(null),0,3,0
NRSDAR20190723_0630,(null),2,(null),(null),(null),(null),0,3,0
NRSMAI20140807,(null),2,(null),(null),(null),(null),0,21,1
NRSYON20191107,(null),1,(null),(null),(null),(null),0,18,0
NRSPHB20160829,(null),1,(null),(null),(null),(null),0,15,1
NRSDAR20160723,(null),1,(null),(null),(null),(null),0,1.5,1
NRSMAI20170323,(null),2,(null),(null),(null),(null),0,19,0
NRSROT20200128,(null),0,(null),(null),(null),(null),0,16.5,0
NRSROT20200814,(null),1,(null),(null),(null),(null),0,13,0
NRSMAI20200628,(null),0,(null),(null),(null),(null),0,18,0
NRSDAR20180208_2130,(null),2,(null),(null),(null),(null),0,2.5,0
NRSMAI20190430,(null),0,(null),(null),(null),(null),0,20,0
NRSROT20140519,(null),0,(null),(null),(null),(null),0,10,1
NRSROT20200730,(null),2,(null),(null),(null),(null),0,20,0
NRSMAI20160720,(null),2,(null),(null),(null),(null),0,14,0
NRSMAI20141208,(null),1,(null),(null),(null),(null),0,13,1
NRSROT20150128,(null),2,(null),(null),(null),(null),0,21.5,1
NRSNSI20170424,(null),1,(null),(null),(null),(null),0,22,0
NRSKAI20181204,(null),0,(null),(null),(null),(null),0,(null),9
NRSMAI20200810,(null),2,(null),(null),(null),(null),0,19,0
NRSPHB20201013,(null),3,(null),(null),(null),(null),0,15,0
NRSYON20141120,(null),2,(null),(null),(null),(null),0,12,1
NRSDAR20180209_0630,(null),1,(null),(null),(null),(null),0,3,0
NRSROT20160621,(null),1,(null),(null),(null),(null),0,13,0
NRSDAR20120417,(null),0,(null),(null),(null),(null),0,6,0
NRSPHB20170205,(null),2,(null),(null),(null),(null),0,11,0
NRSNSI20201116,(null),0,(null),(null),(null),(null),0,19,0
NRSYON20141209,(null),1,(null),(null),(null),(null),0,18,1
NRSYON20140527,(null),1,(null),(null),(null),(null),0,16,1
NRSMAI20090907,(null),0,(null),(null),(null),(null),0,17,0
NRSPHB20171024,(null),2,(null),(null),(null),(null),0,7.5,0
NRSKAI20210202,(null),2,(null),(null),(null),(null),0,(null),9
NRSROT20131122,(null),2,(null),(null),(null),(null),0,15,1
NRSNSI20160720,(null),2,(null),(null),(null),(null),0,25,1
NRSROT20201013,(null),1,(null),(null),(null),(null),0,20,0
NRSYON20190703,(null),3,(null),(null),(null),(null),0,9,1
NRSNSI20160920,(null),1,(null),(null),(null),(null),0,19,0
NRSMAI20180711,(null),3,(null),(null),(null),(null),0,17,0
NRSNSI20190821,(null),3,(null),(null),(null),(null),0,16,0
NRSKAI20151116,(null),2,(null),(null),(null),(null),0,(null),9
NRSNSI20200228,(null),3,(null),(null),(null),(null),0,22,0
NRSROT20191011,(null),1,(null),(null),(null),(null),0,19,0
NRSROT20191126,(null),0,(null),(null),(null),(null),0,21.5,0
NRSROT20191218,(null),2,(null),(null),(null),(null),0,26,0
NRSPHB20201013,(null),2,(null),(null),(null),(null),0,15,0
NRSDAR20140906_03:30,(null),0,(null),(null),(null),(null),0,5.5,1
NRSPHB20110203,(null),0,(null),(null),(null),(null),0,18,1
NRSPHB20190522,(null),3,(null),(null),(null),(null),0,18,0
NRSNSI20191220,(null),2,(null),(null),(null),(null),0,17,0
NRSPHB20150225,(null),2,(null),(null),(null),(null),0,17,1
NRSROT20180125,(null),2,(null),(null),(null),(null),0,15.5,0
NRSROT20160413,(null),2,(null),(null),(null),(null),0,16,1
NRSDAR20200921_2130,(null),1,(null),(null),(null),(null),0,0.4,0
NRSNSI20200528,(null),1,(null),(null),(null),(null),0,23,0
NRSYON20160624,(null),2,(null),(null),(null),(null),0,19,0
NRSYON20171130,(null),0,(null),(null),(null),(null),0,14,0
NRSNSI20180320,(null),3,(null),(null),(null),(null),0,27,0
NRSROT20200710,(null),0,(null),(null),(null),(null),0,13,0
NRSDAR20200922_0030,(null),0,(null),(null),(null),(null),0,1.2,0
NRSNSI20170927,(null),1,(null),(null),(null),(null),0,13,0
NRSYON20180130,(null),1,(null),(null),(null),(null),0,16,0
NRSYON20180602,(null),3,(null),(null),(null),(null),0,12,0
NRSPHB20140911,(null),1,(null),(null),(null),(null),0,14,1
NRSDAR20160530,(null),2,(null),(null),(null),(null),0,3.5,0
NRSYON20180329,(null),0,(null),(null),(null),(null),0,12,0
NRSYON20170906,(null),3,(null),(null),(null),(null),0,12,0
NRSROT20180328,(null),3,(null),(null),(null),(null),0,17,0
NRSESP20130314,(null),0,(null),(null),(null),(null),0,21,1
NRSROT20130125,(null),0,(null),(null),(null),(null),0,14,1
NRSPHB20170821,(null),3,(null),(null),(null),(null),0,21,1
NRSDAR20200511,(null),2,(null),(null),(null),(null),0,1,0
NRSROT20201127,(null),0,(null),(null),(null),(null),0,22.5,0
NRSNSI20141107,(null),2,(null),(null),(null),(null),0,22,1
NRSYON20170220,(null),1,(null),(null),(null),(null),0,11.5,0
NRSKAI20180515,(null),1,(null),(null),(null),(null),0,(null),9
NRSROT20140319,(null),2,(null),(null),(null),(null),0,24,1
NRSROT20140624,(null),0,(null),(null),(null),(null),0,13,1
NRSDAR20180208_2130,(null),0,(null),(null),(null),(null),0,2.5,0
NRSNSI20180302,(null),2,(null),(null),(null),(null),0,21,0
NRSDAR20140906_09:30,(null),0,(null),(null),(null),(null),0,(null),9
NRSPHB20191216,(null),2,(null),(null),(null),(null),0,11,0
NRSPHB20190522,(null),2,(null),(null),(null),(null),0,18,0
