SAMPLE,DEPTH_M,SST,CHLA
29-542,(null),25.9854633764399,(null)
45-542,(null),25.4504369059907,(null)
53-542,(null),25.597660929324,(null)
17-561,(null),20.884422102241,(null)
57-561,(null),19.0141661804165,(null)
65-561,(null),18.2372253651384,(null)
69-561,(null),17.8655705098777,(null)
13-562,(null),17.7324729807326,(null)
33-562,(null),16.1504920994926,(null)
73-562,(null),12.7715763404253,(null)
77-562,(null),12.6287919075368,(null)
1-563,(null),12.8452896057697,(null)
77-563,(null),14.2718527950035,(null)
25-560,(null),23.8431603685081,(null)
41-559,(null),10.7292770572423,(null)
49-535,(null),23.1740347329041,(null)
5-537,(null),14.2206279565485,(null)
10-474,(null),1.25291380167948,(null)
18-474,(null),0.80747347683581,(null)
20-474,(null),0.752738892459263,(null)
35-474,(null),0.889696964597988,(null)
41-474,(null),0.782904198985023,(null)
55-474,(null),1.02086062366629,(null)
61-474,(null),0.893623137310215,(null)
62-474,(null),0.847025077551791,(null)
64-474,(null),0.8623480212093,(null)
72-474,(null),0.926789375768919,(null)
80-474,(null),1.00068598611716,(null)
1-538,(null),9.48159535095408,(null)
16-538,(null),9.07159217691839,(null)
21-538,(null),9.02243633321712,(null)
27-538,(null),9.00027340411248,(null)
30-538,(null),8.94739364529443,(null)
34-538,(null),9.04047734441383,(null)
47-538,(null),8.28930894160374,(null)
49-538,(null),8.45114575958644,(null)
51-538,(null),8.60865810406574,(null)
56-538,(null),8.66166378288096,(null)
61-538,(null),8.65334614306687,(null)
67-538,(null),8.32887591191934,(null)
73-538,(null),8.00608465233432,(null)
15-539,(null),7.54214700790419,(null)
25-539,(null),6.39079170243895,(null)
66-539,(null),3.14891275730054,(null)
80-541,(null),0.0172235376992944,(null)
89-541,(null),-0.244652122047285,(null)
47-552,(null),6.88671774255408,(null)
72-552,(null),4.93973172847268,(null)
20-555,(null),-0.0458048704919065,(null)
33-555,(null),-0.0305155396337113,(null)
42-555,(null),0.0636645110612335,(null)
47-567,(null),3.71657635741229,(null)
45-30,-2605.686875,16.5357574,(null)
6-50,-140.963125,18.0529796,(null)
63-29,-413.9933875,23.55,0.457314342
67-15,0.1121,14.02,0.19325912
67-45,-588.6321,14.03,0.273761481
69-73,-58.6477375,13.67,0.343092859
45-65,-36.01933125,15.21,0.517811656
86-5,-4075.243544,10.9,0.109855108
86-29,0.1121,9.99,0.124368913
87-64,0.1121,4.67,0.167962849
93-34,-3960.688263,8.35,0.103606977
132-5,-3094.981181,14.56,0.425693274
145-33,0.1121,1.28,0.441984236
145-43,0.1121,0.76,0.138932511
146-33,0.1121,3.02,0.105109945
144-39,-3617.209413,4.36,0.108705081
157-11,-4414.421625,4.06,0.183587834
157-33,-4695.169475,2.69,0.128324375
159-24,0.1121,1.42,(null)
159-26,0.1121,1.52,0.429490149
159-45,0.1121,2,0.415242851
160-3,0.1121,2.93,0.226440072
167-10,0.1121,11.23,0.166015208
167-11,-4062.657669,11.12,0.164803043
166-40,-3500.466775,3.2,0.154218778
164-78,-4333.216125,2.65,0.180144325
165-50,-4618.05615,10.45,0.235046461
189-53,0.1121,15.91,0.198458627
207-67,0.1121,9.44,(null)
208-41,0.1121,12.05,0.226816565
209-56,0.1121,1.76,0.165568873
209-63,0.1121,1.48,0.208036378
209-64,0.1121,1.48,0.176225424
214-37,-1204.483125,15.9667991,1.089390635
220-20,-4467.923269,0.98,0.146358252
220-28,-4454.325725,1.07,0.207667321
221-38,0.1121,13.11,0.219268024
373-109,-5539.74,14.9037436,0.148617536
384-29,-98.86125,22.2822156,0.460615337
367-81,-1571.7525,18.83,0.106988631
323-57,-59.444375,17.24,0.216401592
325-17,-5025.40625,17.16,0.088419236
332-29,-92.703125,25.57,0.401894659
381-25,-4761.6825,13.273813,0.342571408
299-69,-55.41125,16.07,0.734226525
404-69,-1338.47625,18.7477713,0.247142479
321-16,0.1121,12.17,0.406590909
302-85,-116.0475,18.16,0.321107894
360-29,-4740.185625,13.08,0.229636922
339-33,-50.328125,24.7621461,0.567690194
348-9,-4114.291875,17.74,0.476821601
139-68,0.1121,(null),(null)
139-73,-4294.467006,2.3174938,(null)
148-10,0.1121,(null),(null)
148-21,0.1121,(null),(null)
148-49,-2565.418113,12.1611742,(null)
150-27,-4135.542244,3.6877022,(null)
150-80,0.1121,1.2950633,(null)
142-46,0.1121,(null),(null)
142-16,0.1121,(null),(null)
141-36,-4312.861481,6.2181882,(null)
141-37,0.1121,(null),(null)
141-64,-4395.910913,6.6017993,(null)
221-57,0.1121,12.14,0.272434235
365-69,-55.93875,16.1762435,0.466699809
147-69,0.1121,8.42,0.157921419
158-2,0.1121,2.5,0.122134931
158-55,0.1121,0.62,(null)
76-37,-588.3743875,16.63,0.149064749
43-6,-197.63125,23.2245767,(null)
60-21,-1193.308969,23.04,0.248585001
66-33,-835.1725188,21.38,1.649888277
192-17,0.1121,14.68,(null)
86-24,0.1121,10.25,0.156632528
117-5,-5484.856725,17.72,0.128193781
117-13,-5502.56675,17.44,0.135321185
119-9,-5402.230456,16.75,0.197144151
296-49,-295.0225,26.6,0.055602647
297-81,-99.456875,22.95,0.368475944
309-41,-66.458125,23.22,1.103329182
302-9,-103.9346154,23.24,0.427318275
354-9,-34.9975,23.3426323,0.244001657
165-32,-2934.406825,10.4,0.290070027
211-5,-203.628125,18.63,0.357370287
219-6,-4339.578256,5.84,(null)
143-43,-3732.284856,9.2180492,(null)
140-27,0.1121,(null),(null)
15-1,-371.6043125,23.01,0.236900732
4-49,-889.4504375,15.49,0.345014215
398-49,-53.93,24.8807572,0.361739963
6-45,0.1121,15.23,0.716284335
18-6,-88.91625,22.4024934,(null)
7-49,-1828.746788,23.08,0.345620066
45-57,-47.8981875,15.48,0.52796489
86-13,0.1121,11.22,0.123979017
87-14,0.1121,6.4,0.263569057
91-7,0.1121,2.03,0.122537419
92-45,0.1121,8.27,0.0988563
93-41,-3418.67505,8.78,0.229344979
114-1,-3774.781238,21.99,0.111108877
119-13,-5319.256381,15.89,0.210774094
100-57,-1212.625125,16.96,0.34226495
193-29,-4202.017125,15.87,0.302756876
163-62,0.1121,9.74,0.172374368
166-54,0.1121,3.11,0.127994359
169-49,-4223.621,16.26,0.312239498
162-56,-3608.510981,9.92,0.122509509
182-1,-3600.932956,18.96,0.096435905
176-53,-1837.185438,25.38,0.146053478
176-57,-1707.534038,25.1,0.144639403
214-5,-74.13875,15.4695074,0.274111092
216-52,0.1121,7.44,0.136204466
215-65,0.1121,9.54,(null)
212-65,-54.97125,16.1190908,0.313373595
219-33,-4406.923488,3.21,0.193737775
221-1,0.1121,14.53,0.455275089
385-57,-709.725625,16.2628408,0.194695473
328-9,-121.8,23.97,0.329559356
381-53,-4565.5875,11.131452,0.271644562
270-61,-4930.749375,19.05,0.11409384
373-105,-5512.055,14.8929102,0.140482217
403-9,-5558.99875,15.8476324,0.288586438
349-13,-75.9675,12.89,0.328092486
298-1,-128.24625,21.89,0.443570942
321-22,0.1121,11.68,0.368543237
321-76,0.1121,8.67,0.194820523
307-21,-85.576875,15.49,0.405773461
245-57,-1692.97875,19.22,0.130372763
315-14,-4420.22035,12.12,0.471431375
315-44,0.1121,13.76,0.366813183
316-11,0.1121,8.6286371,0.076223038
305-25,-2515.783125,16.81,0.658079028
306-57,-63.9175,14.37,0.31780979
306-81,-17.235625,13.97,0.481175691
269-17,-69.868125,17.31,0.236620769
330-73,-50.665,19.76,0.39276436
359-49,-4382.7325,10.75,0.27291441
372-9,-166.26375,22.27,0.243530884
324-49,-1561.861875,17.13,0.098918967
148-18,-3125.023794,15.6785352,(null)
148-41,-2071.962,12.4450631,(null)
150-14,-4021.160056,4.2306188,(null)
372-17,-492.3375,23.18,0.193785951
365-49,-59.37375,15.9047158,2.389224291
145-19,0.1121,1.62,0.238231778
155-30,0.1121,5.52,0.121555373
160-2,-4299.147575,2.77,0.277437508
161-14,0.1121,5.57,0.136125922
161-40,-4195.088438,5.96,0.151457518
167-26,-1797.021656,12.16,0.279702842
75-13,-1877.19315,14,0.797136724
89-7,0.1121,7.66,0.143509895
90-6,0.1121,5.52,0.281037182
349-37,-329.07875,13.13,0.20348306
354-57,-59.1725,24.8670072,0.182358757
364-17,-1699.35625,20.82,0.396762162
358-41,-149.308125,19.6588823,0.337249398
307-5,-32.625625,14.44,0.304455101
302-25,-65.948125,22.48,1.098989487
348-41,-445.525625,15.8,0.306756169
142-39,0.1121,(null),(null)
186-21,0.1121,22.25,0.149378404
189-113,-2895.90565,15.83,0.261216044
182-25,0.1121,19.16,0.102334365
209-73,0.1121,0.41,0.281083971
216-71,0.1121,6.59,0.168537572
213-73,-62.875625,14.36,0.258881509
206-69,-121.6625,18.5,0.406402946
211-12,0.1121,17.83,0.481434524
220-35,-4371.65415,0.74,(null)
220-45,-4360.996656,0.69,0.214522526
140-73,-4407.149613,5.5613827,(null)
2-21,-2507.434644,18.35,0.416421473
13-14,-928.24375,20.1537434,(null)
74-9,0.1121,15.13,0.405077755
1-30,-1761.3535,20.89,0.340246737
2-1,-357.4963813,19.77,0.696131468
6-37,0.1121,15.85,0.431290805
52-89,0.1121,14.06,0.254470348
14-81,-757.8078875,24.21,0.096994184
192-57,-4455.398769,15.83,(null)
81-53,-279.2364875,16.29,1.013344526
86-34,0.1121,10.16,0.110169321
86-55,0.1121,8.87,0.141246602
86-59,0.1121,8.78,0.148074061
86-67,-3447.914206,7.95,0.25529626
87-11,0.1121,6.44,0.21280463
87-38,-4460.097681,5.83,(null)
82-53,-1783.852569,26.49,0.13381511
113-13,-2528.681206,23.43,0.139090329
146-22,0.1121,2.51,0.101449527
159-3,0.1121,0.61,(null)
159-71,0.1121,2.12,0.179927438
161-36,0.1121,5.55,0.114514761
155-17,-2688.2671,6.04,0.234554812
163-66,0.1121,9.94,0.18309398
169-9,-98.7211375,16.42,0.414259613
183-21,-1694.186913,19.76,0.209925339
165-19,-2825.945069,12.78,0.468761593
208-35,0.1121,11.02,(null)
191-25,-1130.904663,14.43,(null)
209-1,0.1121,2.8,0.146406233
209-32,0.1121,2.24,0.10292504
209-34,0.1121,2.23,0.149392143
215-11,-4123.106306,11.53,0.439404845
215-67,-3815.792538,9.51,0.264415503
206-13,-85.79,21.5,0.305062592
216-86,-4334.167638,5.42,0.188677073
365-9,-73.24875,14.76,0.243150517
308-77,-3719.053125,16.25,0.237267375
366-65,-5081.326,17.02,0.115883835
241-45,-154.78625,15.9172852,0.411362261
244-21,-64.165625,19.25,0.19092077
325-69,-4477.046875,18.05,0.109646775
332-5,-76.975,26.93,0.212582916
321-68,0.1121,9.47,0.160968304
315-30,-4723.526131,12.26,0.288189381
316-14,0.1121,8.7683823,0.147705421
302-17,-79.98269231,23.15,0.438709974
296-1,-53.61875,25.65,0.132622838
254-29,-79.7575,22.2671462,1.654623866
148-65,-4061.858175,11.5608964,(null)
150-84,0.1121,(null),(null)
149-60,0.1121,(null),(null)
143-58,-3431.852894,7.0645076,(null)
141-49,0.1121,(null),(null)
221-76,0.1121,11.29,(null)
324-61,-1832.931875,16.77,0.117529362
146-62,0.1121,4.04,0.141274571
147-74,0.1121,8.86,0.114564046
156-25,0.1121,3.76,0.129196748
158-44,0.1121,1.16,0.178295001
160-39,-4288.138038,3.4,0.14328678
161-23,0.1121,5.57,0.096499428
163-59,0.1121,9.53,0.137313366
2-60,0.1121,(null),(null)
51-17,-460.2919313,22.85,0.312504381
63-1,-181.1533563,24.41,0.181660354
69-22,-3315.12875,20.2572851,(null)
8-14,-913.84375,20.1537434,(null)
68-29,-2208.121513,13.23,0.488289475
12-14,-122.3075,23.2990906,(null)
52-49,-4724.575425,14.66,0.287471116
89-22,0.1121,6.8,0.116888516
98-25,-754.970775,23.69,0.339838833
265-57,-4561.158125,17.1440907,(null)
307-57,-1610.509375,15.31,0.25428313
316-23,0.1121,9.4307312,(null)
300-89,-5028.703125,17.26,0.178613529
164-79,0.1121,2.59,(null)
211-68,0.1121,13.94,0.452198386
220-52,-4313.193381,0.6,0.177182555
346-61,-3203.229375,19.78,0.498827547
149-27,-3288.609419,7.7754104,(null)
143-56,-3514.739019,7.2733965,(null)
143-42,0.1121,(null),(null)
148-42,0.1121,(null),(null)
8-21,-2521.989719,19.54,0.573725998
3-29,-866.6305125,19.01,0.517225385
13-54,-655.913125,17.4940213,(null)
1-17,-903.4564375,20.55,0.190478489
67-17,-94.144825,13.93,0.211807787
79-1,0.1121,16.8,0.590614736
53-13,-4898.134788,13.71,0.223858774
52-61,-4463.167975,14.89,0.288048476
52-69,-4515.812938,14.35,0.305426776
94-29,-3116.5807,11.85,0.291292816
87-71,0.1121,4.65,0.183917388
93-28,-4230.762488,8.29,0.196095154
145-37,0.1121,0.9,0.116215676
146-39,0.1121,3.56,0.090521753
147-66,0.1121,7.95,0.135114744
144-58,0.1121,4.11,0.120524384
158-13,0.1121,2.17,0.178187534
158-33,0.1121,1.5,0.189225554
158-45,0.1121,1.14,0.152806118
159-68,0.1121,1.96,0.151204199
160-40,-4268.750131,3.47,0.147762403
161-13,-4314.463138,5.45,0.150817856
155-9,0.1121,6.22,0.139812499
177-1,-361.8256875,22.31,0.444336385
177-17,-1877.002956,21.73,0.288417935
162-35,-3410.269081,7.63,0.162557989
215-56,-4242.326481,10.04,0.364689797
215-76,-3822.389575,9.12,0.210593015
219-84,-4439.768919,1.84,0.132753596
221-3,0.1121,14.13,0.456909269
304-45,-145.691875,20.45,0.333556831
365-45,-58.175625,15.9174241,1.744595528
324-65,-2048.085,16.96,0.115057334
332-17,-66.179375,26.28,0.456339329
400-13,-864.899375,22.1939517,0.355175406
403-61,-5611.740625,16.1181185,0.227357656
358-17,-162.295625,20.9808268,0.446786016
298-57,-1082.350625,17.01,0.35460186
321-57,-3880.79375,9.96,0.214995563
315-38,-3709.010581,13.05,0.265218407
300-85,-4977.91,17.34,0.168505803
322-53,-262.10375,17.22,0.640158057
306-45,-126.090625,14.28,0.261457384
269-9,-72.815,18.53,0.309375882
360-49,-4536.306875,12.91,(null)
166-13,0.1121,2.64,0.183185264
148-54,-2883.431144,11.8806881,(null)
148-56,-3104.473831,11.7896464,(null)
148-61,-3678.514206,11.6251325,(null)
150-83,0.1121,(null),(null)
140-7,0.1121,(null),(null)
140-64,0.1121,(null),(null)
140-81,-4374.772281,5.589716,(null)
141-11,-4236.707038,5.5549243,(null)
221-71,0.1121,11.73,0.251079381
244-45,-115.350625,19.37,0.304006666
147-6,0.1121,4.7,0.096093483
155-21,-2685.949594,6.02,0.23263976
161-32,-4163.187113,5.64,0.146659613
167-19,-2842.597856,11.98,(null)
69-21,-2629.265931,18.08,0.325111806
12-81,-742.377275,21.89,0.171851873
192-69,-4666.174069,15.61,0.203785047
83-65,-557.6319875,19.26,0.372543424
81-61,-131.4542375,16.47,0.46445775
87-62,0.1121,4.79,0.174749777
346-73,-138.45125,20.31,0.74753195
297-65,-104.341875,23.56,0.195992872
240-45,-33.169375,27.02,1.077139616
309-25,-133.855625,22.04,0.419391304
142-88,0.1121,(null),(null)
149-62,-2957.086388,4.9729105,(null)
187-17,-1148.902325,13.17,0.210445851
165-11,-3343.630163,12.87,0.482403576
207-28,0.1121,9.48,(null)
209-89,0.1121,-0.56,0.135546178
216-65,-3415.251388,7.4,0.152298093
216-82,-4190.544825,4.89,0.170553699
213-65,-88.475625,16.25,0.449969202
211-48,0.1121,13.96,3.983009338
220-33,-4390.559831,0.58,(null)
220-67,-4408.097975,-0.07,0.150437206
220-68,-4409.2825,-0.14,0.148667574
149-4,0.1121,(null),(null)
143-10,0.1121,(null),(null)
141-63,-4383.907188,6.6114521,(null)
2-2,-133.00875,21.0452018,(null)
169-33,-2145.356681,15.56,0.47416532
18-50,-139.315625,21.9078406,(null)
82-81,-803.4060625,23.06,0.13661854
216-17,0.1121,7.73,0.160277858
76-29,-597.52485,16.76,0.142708749
14-29,0.1121,26.3,0.120248944
62-9,-223.009975,23.75,0.164486542
53-57,-3826.761825,13.33,0.193039462
7-61,-1113.023938,21.24,0.507421792
19-85,-44.17475,18.39,0.548279226
52-13,0.1121,14.37,0.315611094
86-75,-3598.821363,6.89,0.224567756
87-45,-4539.560819,4.82,0.313139528
159-59,0.1121,1.97,(null)
161-42,-4192.45495,6.13,(null)
161-52,-4380.158031,6.39,0.130496636
177-61,-1103.168913,18.29,0.601306617
164-38,0.1121,4.72,(null)
162-12,0.1121,7.6,0.152091533
162-23,-3481.489513,7.7,0.222579032
207-74,0.1121,9.26,(null)
176-1,-38.809,24.93,0.214255273
176-41,-1020.8497,25.32,0.170408979
215-30,-4589.064081,10.07,0.3091923
212-41,-105.58125,15.9111741,0.331792921
366-29,-1897.001875,15.99,0.154151291
385-5,-138.945625,20.2838129,0.300323725
325-45,-4783.736875,18.24,0.118273936
403-17,-5547.96375,15.8949241,0.189364627
402-69,-5423.029375,16.2457574,0.279320091
404-49,-4801.441875,16.8832574,0.318031192
271-57,-131.045,24.2,0.397460938
321-48,0.1121,10.19,0.218655109
321-52,0.1121,9.49,0.236642763
315-31,-4706.860206,12.45,0.177293956
316-26,0.1121,9.6670481,0.165777445
316-34,0.1121,10.5518799,0.191131145
316-35,-3288.869819,10.1031187,0.176278964
305-45,-132.709375,15.49,1.712020993
296-5,-48.816875,25.52,0.150944039
148-51,-2683.070244,12.059577,(null)
142-35,-3404.1737,9.2131187,(null)
143-7,0.1121,(null),(null)
140-84,0.1121,(null),(null)
189-124,-1757.611994,20.1014518,(null)
147-58,0.1121,8,(null)
145-17,0.1121,1.71,0.180394262
158-4,0.1121,2.63,0.13015826
159-83,0.1121,2.26,0.265971124
164-20,-4292.004731,4.56,(null)
9-25,-41.2147125,19.58,0.246942118
68-65,-913.818325,14.95,0.471730709
77-93,-39.5005375,17.22,0.211019099
12-21,-658.47045,25.62,0.392833531
94-14,-1683.009788,11.25,0.181134015
87-80,0.1121,4.23,0.17083247
89-12,0.1121,7.22,0.108465455
91-5,0.1121,2.12,0.25801003
190-41,-1526.8487,18.44,0.297837168
126-5,-1007.317356,16.38,0.276648968
330-81,-33.909375,20.79,0.528279006
149-77,-3347.739188,4.7047855,(null)
179-13,0.1121,11.84,0.29247269
186-5,0.1121,21.5,0.157017037
189-25,-2181.997475,15.42,0.262936741
214-81,-30.82,16.2866602,0.23180154
404-17,-5288.20375,17.1870074,0.373238146
140-58,-4132.197631,4.7783966,(null)
148-14,0.1121,(null),(null)
6-17,-2002.684794,17.06,0.357025504
14-61,0.1121,24.45,0.155399561
19-9,-1332.306881,23.25,0.165636435
209-48,0.1121,2.23,0.144192502
45-34,-442.489375,16.1780491,(null)
1-36,0.1121,(null),(null)
2-17,-1981.123344,19.5,0.577321827
43-69,-731.1620688,22.87,0.284909219
14-65,0.1121,24.68,0.134978101
13-13,-1572.947606,21.05,0.144841984
13-33,-2679.6497,20.72,0.134760603
67-12,0.1121,13.82,0.331694305
77-53,-1245.524238,19.25,0.380867571
19-77,-48.90684375,18.03,0.761090279
45-69,-39.5234,15.41,0.57812196
88-1,0.1121,3.25,0.159173697
129-5,-4920.370013,15.05,0.491063476
147-42,-3095.814675,6.26,0.146830782
144-8,-2931.651525,5.42,0.127921462
158-24,0.1121,2.43,0.201650068
159-15,0.1121,1.16,(null)
160-70,-4363.041331,4.01,0.163848966
160-86,-4449.066581,4.99,0.130869254
163-42,0.1121,9.64,0.214351192
164-24,0.1121,4.82,(null)
167-38,-1563.744819,12.69,0.183136374
166-47,-3332.517488,3.32,0.142693222
166-68,0.1121,3.15,0.102870561
183-5,0.1121,19.83,0.111820273
162-58,-3613.702906,9.93,0.134610608
162-71,-3621.618506,8.86,0.159837246
207-35,0.1121,10.67,(null)
214-13,-82.978125,15.2543686,0.224682093
216-49,-3397.61895,7.13,0.161579698
219-51,-4191.582075,3.42,(null)
308-61,-4521.115,15.03,0.237671703
308-69,-4326.19625,15.88,0.201805472
244-77,-35.8825,20.74,0.358186632
299-9,-72.7675,15.41,(null)
392-9,-4093.735,16.704438,0.284312844
350-9,-1249.99625,16.65,0.27105552
350-37,-110.78625,17.85,0.249317378
321-45,-4575.426875,10.24,0.226036265
316-43,-3985.036394,10.9554798,0.290546089
316-81,-4775.819375,12.79,0.226171389
306-13,-64.97875,13.73,0.343996942
359-33,-4679.816026,11.59,0.405604839
333-33,-32.06,23.1270767,0.618943453
343-21,-3291.88375,21.4,0.198290944
139-57,-4335.0018,2.2434661,(null)
148-31,0.1121,(null),(null)
142-87,0.1121,(null),(null)
140-34,0.1121,(null),(null)
141-24,-4195.353725,5.7920077,(null)
308-33,-4539.73125,16.45,0.266025424
244-33,-71.080625,19.48,0.288510948
146-38,0.1121,3.45,0.089810982
160-55,-4284.967225,3.81,0.16971761
163-75,0.1121,9.5,0.153635457
164-12,0.1121,5.31,(null)
166-4,0.1121,2.81,0.123062618
9-1,-106.328125,19.32,3.089974642
69-54,-927.62125,17.4215213,(null)
77-17,-2259.798806,22.27,0.130829379
51-49,-1818.303138,20.15,0.497560084
83-70,-72.226875,15.736938,(null)
81-45,-620.7553563,16.65,0.692890227
86-38,0.1121,10.1,(null)
89-16,0.1121,7.4,0.104690395
89-25,0.1121,6.78,0.200098783
91-20,0.1121,2.35,0.15256843
190-13,0.1121,17.37,0.227867141
119-5,-5467.178638,16.73,0.1966438
245-5,-34.738125,20.74,0.238519132
142-18,0.1121,(null),(null)
166-22,0.1121,3.17,0.141898379
166-30,0.1121,3,0.118788905
161-87,0.1121,6.38,0.150743484
189-41,-2973.133556,15.86,0.22876218
208-4,0.1121,9.82,(null)
208-13,-4759.702088,9.41,(null)
209-79,0.1121,0.79,0.161253348
212-57,-50.145625,16.008813,0.367128372
403-57,-5551.728125,16.0820074,0.218932122
149-21,-3397.620413,8.4529104,(null)
140-53,-4028.268481,4.6477716,(null)
2-85,-40.90790625,14.2,0.540660679
191-37,-3622.531169,14.72,0.167984828
3-26,-101.98625,22.480549,(null)
5-9,-794.643775,21.21,0.232218817
13-53,-932.5895125,18.08,0.533409059
7-45,-1807.453206,22.61,0.346465707
7-73,-691.7300688,18.76,0.307497382
76-5,-2.0801625,16.92,0.25215134
45-62,-74.730625,15.4801324,(null)
86-65,0.1121,8.29,0.134029001
87-28,-4537.904269,6.39,0.242463768
87-85,0.1121,3.65,0.161436602
88-13,0.1121,3.32,0.109015979
88-22,-4625.015844,2.81,0.155683473
91-25,0.1121,2.33,0.14589265
92-13,-3340.113325,4.97,0.109695584
92-35,-3773.548981,6.3,0.108962417
92-43,0.1121,8.21,0.097074524
93-17,0.1121,9.4,0.244153515
108-9,-1358.465244,18.66,0.268590808
147-21,-2983.9842,4.98,0.126939535
