SAMPLE,DEPTH_M,SST,CHLA
145-3,0.1121,2.19,0.179787561
155-37,-3573.889844,5.44,0.128280237
157-41,0.1121,2.46,0.144072384
157-45,0.1121,2.88,0.133299381
161-16,0.1121,5.75,0.137409642
161-28,-4110.17415,5.35,0.128262967
163-61,0.1121,9.56,0.117309675
164-16,-4274.794156,5.12,(null)
167-61,0.1121,14.47,(null)
76-49,-398.0795125,16.63,0.332112372
68-5,-1121.990363,12.09,0.362094223
83-53,-862.2305625,20.6,0.179905206
87-56,0.1121,5.02,0.182275355
142-71,-3592.327231,10.2474242,(null)
149-7,-3809.003431,9.9279103,(null)
164-61,0.1121,2.94,0.133607581
164-62,-4172.36025,2.91,(null)
216-16,0.1121,7.97,0.165502816
149-56,0.1121,(null),(null)
143-38,0.1121,(null),(null)
143-37,-3819.313444,9.7034659,(null)
143-15,0.1121,(null),(null)
143-1,0.1121,(null),(null)
140-6,-4305.721956,3.1586744,(null)
140-35,-3849.426088,3.5236744,(null)
148-26,-2664.804738,13.5721464,(null)
143-41,-3766.770138,9.3299937,(null)
9-5,-58.39731875,18.17,1.892621636
221-23,0.1121,14.32,0.418904841
45-9,-1861.784913,19.33,0.433730781
6-29,-2945.87545,16.89,0.332351059
67-1,-13.60689375,14.39,0.510750055
62-1,-378.0104688,23.84,0.185904831
19-13,-1707.939113,22.93,0.186742201
83-69,-94.11985,18.45,0.435241818
92-37,-3796.321313,6.49,0.115429811
93-46,0.1121,8.83,0.177635685
65-5,-73.563125,28.5,0.188956574
146-63,0.1121,4.04,0.115200028
144-5,-2883.483319,5.61,0.126680508
144-28,-3432.680156,4.59,0.122327581
144-40,-3628.60175,4.34,0.101848058
144-72,0.1121,3.52,0.128403902
158-47,0.1121,1.12,0.273160279
158-75,0.1121,0.39,0.26491347
159-11,0.1121,0.84,(null)
159-67,0.1121,2.04,0.115988992
163-15,0.1121,11.22,0.175111696
163-16,0.1121,11.3,0.288784385
163-21,0.1121,10.83,0.207612947
163-57,0.1121,9.68,0.170338407
164-25,-4391.09375,4.89,(null)
162-60,-3614.358856,9.75,(null)
191-33,0.1121,14.02,0.129349604
215-23,0.1121,9.88,0.347132474
220-71,-4433.471994,-0.41,(null)
219-76,-4366.564,2.55,0.12062145
221-7,0.1121,15.09,0.282629311
304-61,-101.283125,19.52,0.714594901
366-53,-5072.869375,16.62,0.100896768
324-85,-4958.489375,17.02,0.108063348
328-21,-121.61875,23.72,0.217557371
332-21,-70.916875,25.92,0.374704301
270-37,-1719.78625,18.89,0.105673604
404-37,-5121.27125,17.4827018,0.425990611
309-5,-105.99375,21.27,1.445745707
321-46,0.1121,10.14,0.237028748
315-20,-4573.011638,12.22,0.342294782
316-50,-4206.568094,11.1824936,0.133586273
140-52,-3986.648681,4.5688132,(null)
140-59,-4158.609175,4.780341,(null)
141-6,-4309.497094,5.5890216,(null)
398-17,-55.696875,24.0692989,0.41269058
398-41,-46.75125,24.6231183,0.350316554
384-1,-86.051875,22.3691601,0.291587114
157-38,0.1121,2.63,(null)
159-78,0.1121,2.1,0.293135375
160-25,-4400.365288,3,(null)
160-37,0.1121,3.41,0.17495352
160-49,-4274.183038,3.7,0.168119252
167-36,0.1121,12.73,0.292957306
60-9,-1256.761388,22.27,0.295778364
77-89,-40.39725625,17.33,0.261441261
12-57,-1473.061496,22.85,0.140759096
192-21,-4885.049744,14.84,(null)
90-15,0.1121,4.62,0.171315283
91-23,0.1121,2.36,0.179335311
118-25,0.1121,16.74,0.295001894
359-77,0.1121,9.65,0.172563747
364-69,-66.7025,15.67,1.347571731
305-41,-98.50625,16.09,1.4503088
348-37,-747.53375,16.7,0.268900037
142-3,-4153.275519,7.5052021,(null)
216-10,-3596.845206,9,0.225868985
216-53,-3381.390913,7.43,0.170995831
216-63,0.1121,7.48,0.166263551
220-31,-4420.063894,0.63,0.193903595
142-49,0.1121,(null),(null)
398-37,-41.505,24.4274934,0.34621197
45-10,-576.880625,19.0140213,(null)
191-1,-601.6642188,15.17,0.309239507
209-44,0.1121,2.27,0.153728217
189-117,0.1121,16.36,0.28422603
51-78,-140.4775,21.6316601,(null)
4-1,0.1121,17.91,0.374632388
45-38,-77.771875,15.8130491,(null)
43-5,-906.817475,24.15,0.248752534
14-73,0.1121,24.51,0.147984609
13-45,-1188.168956,18.73,0.737363219
7-33,-837.05125,23.58,0.313099235
74-17,-999.1406063,14.86,0.710464299
76-17,-83.9823625,16.54,0.144463629
73-13,-462.0533313,15.45,0.902429104
52-45,0.1121,14.33,0.433954537
86-48,0.1121,9.25,0.128694892
88-4,0.1121,3.41,0.139886528
93-21,0.1121,9.16,0.139712811
93-47,0.1121,8.88,0.169525519
108-57,-903.563025,14.7,0.32679227
146-2,0.1121,2.3,0.114800282
147-52,0.1121,7.48,0.117669538
144-45,-3715.53195,3.99,0.11129871
156-24,0.1121,3.76,0.135276094
161-18,0.1121,5.66,0.128676251
193-13,-4702.755006,16,(null)
165-65,-4313.320156,10.72,0.277744055
165-28,-2557.766838,10.98,0.347886831
162-8,0.1121,6.6,0.153501332
162-80,0.1121,10.03,0.206315756
207-82,0.1121,9.26,(null)
191-21,0.1121,14.63,0.25921917
215-14,-4639.684775,10.59,0.378154874
215-51,-4371.643388,9.7,0.323365152
362-97,69.539375,21.8802712,(null)
308-25,-4693.4025,15.07,0.410746068
366-41,-3668.509375,16.19,0.111475602
241-21,-80.043125,15.3033963,0.257047385
381-5,-1369.045,13.6754103,1.003337026
270-29,-1525.970625,19.31,0.11637821
373-65,-5290.388125,15.1260352,0.107024752
344-13,-1546.742683,16.26,0.365070999
358-101,-75.856875,15.616313,0.173250079
321-3,-3418.4692,12.63,0.349413663
316-67,-4391.078294,11.6245075,0.244536281
336-1,-4499.50625,11.9829797,0.154640645
339-53,-47.736875,24.5790906,0.406436473
139-40,0.1121,(null),(null)
139-88,0.1121,(null),(null)
139-97,0.1121,(null),(null)
150-3,-3708.299925,4.0316605,(null)
150-22,-4074.285588,3.944091,(null)
142-65,0.1121,(null),(null)
141-62,0.1121,(null),(null)
384-17,-116.015625,22.1871462,0.280847877
325-37,-4852.828125,18.32,0.083197951
158-65,0.1121,0.99,0.23381874
160-42,0.1121,3.55,0.110259116
160-50,-4272.278469,3.78,(null)
160-76,-4363.088613,4.44,(null)
161-24,0.1121,5.61,0.137932658
167-16,-3368.516188,11.43,0.451837003
69-6,-251.66875,20.6425629,(null)
8-22,-3251.82375,20.2187434,(null)
77-13,-1761.49915,22.14,0.220933661
68-9,-979.9052375,12.22,0.460757822
52-41,-4594.817056,14.13,0.218112335
192-9,0.1121,14.68,(null)
87-55,-4644.164406,5,0.191274911
88-18,0.1121,3.15,0.149891794
91-11,0.1121,2.13,0.128679901
94-3,0.1121,9.7,0.312492162
98-37,-943.439,23.7,0.23058854
127-5,-1558.533656,16.35,0.178488165
146-25,0.1121,2.45,0.093052946
316-44,-4072.305838,11.0534659,0.299919099
301-17,-1120.393125,24.96,0.143618345
339-1,-45.84,23.6698545,0.97567606
165-38,-4164.908081,10.39,0.280885041
216-41,-3473.451844,6.91,0.18692629
216-54,-3379.207538,7.33,0.169027761
215-24,0.1121,9.88,0.30670473
219-20,-4390.7407,3.38,0.148259073
149-44,-2863.555444,5.9471465,(null)
143-20,0.1121,(null),(null)
140-1,0.1121,(null),(null)
139-48,0.1121,(null),(null)
145-48,0.1121,(null),(null)
148-3,-614.4039875,16.2455491,(null)
143-74,0.1121,(null),(null)
1-1,0.1121,21.58,0.225842252
13-2,-133.551875,21.0452018,(null)
28-3,0.1121,25.36,0.244313389
176-13,-583.1846688,25.2,0.14960146
60-5,-1073.542306,22.28,0.222506747
265-77,-2020.49125,17.7974241,0.169432163
100-102,-52.951875,15.7299935,(null)
100-18,-2228.415,20.3024934,(null)
100-46,-295.7975,19.0599935,(null)
100-62,-2377.526875,16.4699935,(null)
100-82,-56.4225,15.7499935,(null)
108-14,-1251.49625,20.0599935,(null)
108-18,-2471.136875,20.4199934,(null)
112-29,-128.356875,15.9899935,0.320180655
112-9,-77.1775,15.4599936,0.466857284
12-42,-730.035,22.2299934,(null)
135-30,-1188.63125,22.0699934,(null)
136-6,-136.068125,17.5799935,(null)
13-22,-3264.61375,20.5899934,(null)
13-58,-1632.420625,16.5899935,(null)
13-74,-66.77125,15.6849935,(null)
15-26,-4078.92625,20.7399934,(null)
15-50,-140.353125,18.3749935,(null)
15-6,-207.76,21.1099934,(null)
18-42,-124.72875,22.6899934,(null)
19-14,-1226.291875,20.0399935,(null)
1-2,-132.1935897,22.5599934,(null)
1-31,-1098.6925,22.0499934,(null)
1-38,-209.58125,22.1099934,(null)
2-26,-4073.061875,20.5999934,(null)
2-38,-1613.25,19.2099935,(null)
2-54,-646.958125,17.4999935,(null)
2-58,-1529.081875,16.5899935,(null)
389-41,-4556.825625,12.3499936,0.364337623
389-53,-4373.64125,11.6799936,0.223747984
3-22,-125.33875,22.3899934,(null)
3-34,-99.3025,22.4699934,(null)
3-6,-167.053125,23.6699934,(null)
412-65,-123.349375,22.6199934,0.16413109
412-69,-120.921875,22.6949934,0.408909887
412-9,-160.589375,23.7699934,0.164070487
45-26,-1434.89875,16.5899935,(null)
4-66,-73.38125,15.6449936,(null)
51-42,-804.131875,22.3099934,(null)
51-58,-239.528125,22.2549934,(null)
51-66,-124.633125,22.6499934,(null)
51-82,-144.7875,21.0499934,(null)
66-2,-56.966875,22.5399934,(null)
66-82,-143.38875,21.1249934,(null)
6-22,-3251.82375,20.5899934,(null)
6-26,-4131.616875,20.5999934,(null)
6-62,-2619.66125,16.5749935,(null)
77-10,-620.345625,20.6149934,(null)
77-18,-2544.304375,20.4199934,(null)
7-18,-115.15625,22.7999934,(null)
7-26,-105.8375,22.2599934,(null)
82-18,-85.59375,22.8399934,(null)
82-58,-256.316875,22.2699934,(null)
150-50,0.1121,(null),(null)
150-52,0.1121,(null),(null)
1-25,0.1121,(null),(null)
1-8,0.1121,(null),(null)
249-21,0.1121,14.638,0.807824492
249-33,0.1121,14.8540573,(null)
249-61,0.1121,15.2946826,0.316566288
2-31,0.1121,(null),(null)
2-39,0.1121,(null),(null)
2-79,0.1121,(null),(null)
2-91,0.1121,(null),(null)
2-99,0.1121,(null),(null)
381-2,0.1121,(null),(null)
390-17,0.1121,11.6111955,0.685892999
413-33,-121.1880527,22.5162959,0.247784585
413-37,-132.6266622,21.9320182,0.177358121
413-81,-76.33975939,18.766393,0.347336829
413-9,-163.3276215,24.7309997,0.229900852
414-41,-2425.169246,18.3442536,0.194844216
414-45,-2728.60588,17.7076464,0.201536343
415-41,-5543.106503,18.0127939,0.177694589
415-69,-5361.013483,19.039668,0.149383605
415-73,-5560.623469,18.6155399,0.150701761
415-81,-5629.375718,18.9089692,0.14916499
417-33,-1764.823347,25.5867263,0.20349656
418-1,-122.2912273,24.639734,0.321581364
418-5,-130,25.0231101,0.225620255
5-20,0.1121,(null),(null)
5-23,0.1121,(null),(null)
6-60,0.1121,(null),(null)
6-68,0.1121,(null),(null)
6-8,0.1121,(null),(null)
6-87,0.1121,(null),(null)
428-1,-80.63504862,14.9590744,0.411884546
438-1,-12.85727059,26.707372,0.324937195
431-13,-98.45772932,21.6842835,0.619533658
432-17,-140.9388018,16.4499701,0.37707302
426-1,-278.1640638,21.499933,0.360550404
422-29,-2485.21705,11.1266477,0.192860082
431-41,-322.8181909,20.3549775,0.486461878
431-5,-650.5901453,21.6517878,0.586947441
428-37,-4423.154868,14.9420916,0.258188605
391-25,-4411.63702,11.93373086,0.326143086
391-5,-4645.33302,13.17899674,0.229798645
445-9,-163.1260386,16.61477612,0.719374359
391-41,-4291.02968,11.45969136,0.260917813
391-29,-4377.828368,11.90871588,0.270215809
423-57,-96.5102784,15.61009668,0.630787075
441-21,-89.76072195,23.56173878,0.092871077
441-69,-171.2372115,22.93650331,0.396578133
441-73,-319.5997758,23.00082112,0.301732481
441-77,-281.9148878,22.84286049,0.132799312
211-29,-3058.426875,16.65,1.261516333
159-20,0.1121,1.16,(null)
128-1,-3192.237181,15.25,0.182940662
88-31,0.1121,2.56,0.160081863
160-31,0.1121,2.98,(null)
215-34,-4638.521606,9.88,0.293723285
366-1,-130.780625,16.39,0.122770675
296-33,-390.229375,26.45,0.093888581
155-1,0.1121,7.04,0.161183104
213-77,-57.534375,14.53,0.190660223
381-65,-4403.155625,10.5965214,0.249702528
75-9,-1725.28365,14.02,1.714015961
408-77,-5522.050625,15.9489519,0.232430845
220-83,-4516.211319,-0.4,(null)
346-29,-1138.196875,17.53,0.453899294
86-90,0.1121,7.08,(null)
423-53,-151.0764072,15.01126991,0.650517642
449-85,-5556.066353,18.5219854,0.148198277
453-25,-3059.581926,14.3503065,0.579428256
453-37,-1166.567536,11.9964892,0.375029087
455-9,-4413.322587,12.5831196,0.355577677
448-37,-129.9344619,21.7925606,0.454721183
449-65,-5552.809346,18.6300431,0.151875481
451-45,-98.72402115,20.053659,0.42507562
454-13,-2979.029254,12.3256027,1.124547124
94-37,-3935.894231,13.24,0.245171413
146-76,-3664.9407,4.16,0.120930098
167-41,0.1121,12.54,0.278215408
206-33,-95.854375,19.33,0.450077236
108-37,-2040.853081,18.79,0.392772079
87-29,0.1121,6.39,0.257022947
177-45,-650.9143188,19.25,0.588904083
424-1,-3277.455699,14.7766969,1.208946228
446-29,-200.8626867,25.5358241,0.281992942
448-33,-524.6286951,22.1596495,0.141810685
450-5,-200.0806226,26.4073578,0.131464034
451-29,-3057.275148,22.0833261,0.350675523
451-37,-515.5322142,21.1148326,0.269474655
454-37,-4752.528624,11.5445019,(null)
465-29,-3458.318525,11.38275192,0.157374054
452-53,-5488.782518,17.39548177,0.1904746
456-25,-4187.894645,14.80143016,0.627733171
456-57,-4674.355151,13.06934909,0.299527347
158-12,0.1121,2.28,0.136987135
163-71,0.1121,9.74,0.187348291
452-29,-5445.377933,17.04782613,0.335943699
300-25,-122.264375,17.92,0.292333484
160-64,-4317.937294,3.98,0.196803674
316-60,-4253.852694,11.157077,0.144236878
159-30,0.1121,1.49,0.202542543
161-38,0.1121,5.8,0.136365324
316-9,-3064.376875,8.47,0.122238591
213-61,-1570.519375,16.87,0.467841953
385-29,-2933.6125,19.5035351,0.33924368
360-61,-3869.914375,12.32,0.128335968
365-17,-69.14,14.79,0.295737922
87-84,0.1121,3.7,0.165897191
116-17,-5315.510425,18.58,0.096550256
302-29,-66.689375,21.76,0.543950677
427-21,-1682.884865,16.6861727,0.316007614
451-25,-3482.816804,22.6511744,0.195985481
15-41,-1829.590156,21.68,0.280639201
91-46,-3141.788238,2.81,0.544317544
98-21,-545.6601372,23.59,0.250069439
220-17,-4467.607969,0.92,0.175020903
87-63,0.1121,4.7,0.159745216
159-57,0.1121,1.95,0.406120598
161-63,-4377.846181,6.5,(null)
164-71,-4268.251881,2.94,0.206035793
161-44,-4200.344713,6.06,0.192646861
51-77,-642.9870313,19.85,0.500054359
127-21,-2200.789313,15.95,(null)
339-9,-57.738125,24.2640211,0.816879451
100-81,-41.411575,15.72,0.464631021
144-31,-3491.439756,4.3,0.115575738
214-33,-1438.905625,15.8515908,0.411928028
136-37,-44.9307,16.87,0.176429242
162-87,0.1121,10.31,0.213006377
92-24,0.1121,6.51,0.104179837
147-81,-4056.988863,10.19,0.178086832
402-5,-149.50625,15.7002019,0.586566031
91-45,-3108.069538,2.62,0.145296827
413-5,-120.6480995,24.9880472,0.231380984
422-49,-4540.868829,10.5396159,(null)
432-37,-73.95023689,13.5342231,0.71056217
391-21,-4729.160086,12.21600395,0.289813787
69-17,-2083.058913,18.07,0.456665039
160-61,0.1121,3.78,0.166271865
364-21,-1906.66125,20.35,0.220864862
324-45,-1547.6575,17.5,0.093393445
403-45,-5569.68,15.9599241,0.209765702
82-49,-1880.768225,26.77,0.119238526
165-17,-2944.556613,13.44,0.723415494
160-87,0.1121,5.06,0.126661867
91-21,0.1121,2.4,0.128824532
82-9,-639.3043813,28.1,0.238550007
166-31,0.1121,3.08,0.119310938
214-1,-55.5175,15.3578408,0.229365155
16-5,-763.1949875,23.42,0.131558627
94-35,-3793.282955,12.65,0.227022469
161-29,0.1121,5.44,0.144585818
163-26,0.1121,10.82,0.287721843
166-1,0.1121,2.81,0.406573087
367-25,-4762.294375,17.14,0.105612464
473-43,-4560.26028,3.235029653,(null)
467-45,-1517.591498,22.96872103,0.209023774
470-46,-1268.029019,23.32266008,0.231172696
471-49,-3030.578141,8.47049924,0.230914712
480-49,-1546.438038,25.96759648,0.14522621
473-50,-4576.808,3.132353826,(null)
473-52,-4545.621485,2.835833657,(null)
467-53,-301.0860713,22.54087024,0.493324131
516-53,-829.2012378,22.02211066,0.267401218
472-53,-4527.071824,4.997540233,0.138913065
514-53,-800.1824093,18.9971995,0.443766981
469-57,-49.93620045,16.0638375,0.205186233
482-61,-5552.679256,18.35094704,0.159237713
514-61,-80.17104,18.56896828,5.867586136
473-64,-4536.821745,2.016903245,(null)
472-64,-4471.482888,4.300727957,0.157441884
464-65,-47.9592,23.45529933,0.140361607
472-68,-4466.078482,4.168956327,0.114269614
472-70,-4469.915168,4.176574715,0.130992129
520-73,-3659.45421,19.35013659,0.465699494
473-75,-4505.125085,1.175970178,(null)
471-77,-3522.595682,6.80957754,0.191321939
391-14,-4568.054037,12.47286707,0.236734822
445-17,-2218.555732,14.8337983,0.384657323
491-9,-5538.838908,20.85067615,0.127764389
531-9,-403.3135865,16.13150453,0.342351258
464-1,-18.76654282,25.03236431,0.265745699
471-8,-3474.260128,10.11613599,0.248519003
472-8,-3864.708398,7.28928957,(null)
470-6,-200.8929294,24.33650647,0.168781325
494-5,-3886.938616,23.78326431,0.102724403
469-5,-25.47548522,14.91965208,0.278242409
266-61,-4956.087673,16.01177211,0.276283234
496-5,-4264.688517,25.36238204,0.108712085
472-3,-3705.839852,7.621309835,0.232181326
471-3,-3381.347206,10.13007454,0.225116789
513-1,-57.40433701,25.5371071,0.237506166
478-1,-143.36692,16.17368942,0.60721606
482-1,-5572.301818,18.53099393,0.161724359
458-69,-58.79238487,13.99368402,0.573444426
497-1,-5012.268874,25.74387651,0.126958072
493-1,-5641.683472,22.36150646,0.130013123
472-12,-3876.654763,6.972008445,0.173060447
499-13,-5573.655128,27.34214947,0.108255178
480-13,-142.417666,26.94702139,0.13413921
500-13,-5686.210924,27.50894975,0.115947708
391-51,-3825.104867,10.32022314,0.216207504
516-17,-121.2189004,23.01501385,0.254572302
530-17,-4514.764099,18.71673572,0.289344698
505-17,-2950.291394,13.22098333,0.592595279
471-17,-3448.6075,9.556925828,0.312630743
459-25,-47.73899899,13.65290666,0.479349911
493-13,-4421.57475,23.31451887,0.118478581
471-14,-3422.925535,9.890980344,(null)
470-22,-553.2952241,24.07548135,0.148364693
472-24,-4213.452429,5.76171724,0.149314582
472-27,-4354.212627,5.777379438,0.142273471
513-29,-369.2903636,25.67603198,0.135506734
482-29,-5527.305368,17.81417524,0.19005166
516-29,-67.53707626,22.43106124,0.286130726
467-29,-126.5462619,23.6390363,0.174531594
473-30,-4514.050564,3.35136043,(null)
473-32,-4576.823731,3.498149823,0.110725462
473-33,-4567.842155,3.539059475,0.119122833
516-33,-79.60758953,22.08398916,0.222230181
517-33,-264.2521592,18.66899987,0.347093642
472-36,-4553.353178,5.785534407,0.11264912
469-37,-212.7965843,15.01417268,0.279259145
472-37,-4553.660905,5.703310415,0.106878534
470-38,-382.7815153,23.58218831,0.151273191
513-41,-618.2038104,25.46184678,0.186219722
18-540,(null),3.60114853399227,(null)
21-540,(null),3.58656646631823,(null)
23-540,(null),3.5603055709052,(null)
28-540,(null),3.04135368770471,(null)
42-540,(null),2.716218931772,(null)
44-540,(null),3.07823405808034,(null)
48-540,(null),2.48738678888685,(null)
49-540,(null),2.38343104321046,(null)
56-540,(null),1.97134241242134,(null)
63-540,(null),1.67621626301792,(null)
15-541,(null),0.823975090066995,(null)
22-541,(null),0.704431256738985,(null)
27-541,(null),0.259462664684861,(null)
39-541,(null),0.829453359544516,(null)
57-541,(null),0.109265190841995,(null)
60-541,(null),0.0271250574780311,(null)
78-541,(null),-0.0440811041304414,(null)
86-541,(null),-0.172354596463322,(null)
1-552,(null),10.58862527581,(null)
3-552,(null),10.5979574036015,(null)
11-552,(null),9.64592708568097,(null)
13-552,(null),9.17122554749136,(null)
19-552,(null),7.92129889062943,(null)
28-552,(null),8.34841286188265,(null)
33-552,(null),8.36411489833171,(null)
36-552,(null),8.2607868030413,(null)
40-552,(null),7.54931446534397,(null)
67-552,(null),4.87211098918414,(null)
2-553,(null),5.43255246305722,(null)
8-553,(null),5.39496199029747,(null)
21-553,(null),4.67831065271582,(null)
23-553,(null),4.60347729758848,(null)
49-553,(null),3.82859644050848,(null)
59-553,(null),3.3332518219803,(null)
60-553,(null),3.37688982100485,(null)
77-553,(null),2.61997805392321,(null)
84-553,(null),2.69851910016763,(null)
3-554,(null),2.60043572595998,(null)
7-554,(null),2.65477721874538,(null)
20-554,(null),2.23509893212594,(null)
25-554,(null),1.52647529676489,(null)
33-554,(null),1.2925820531928,(null)
41-554,(null),1.05914134521061,(null)
42-554,(null),1.0552082608985,(null)
47-554,(null),0.836996218575905,(null)
1-555,(null),0.182628282002213,(null)
5-555,(null),0.0579771111883929,(null)
21-555,(null),-0.0548341550900773,(null)
30-555,(null),-0.177115199556908,(null)
34-555,(null),0.0298882646162042,(null)
39-555,(null),0.117314399462089,(null)
13-567,(null),2.6520008772074,(null)
15-567,(null),2.64460375737275,(null)
19-567,(null),2.78624425980684,(null)
41-567,(null),3.48180518265985,(null)
48-567,(null),3.73119894308547,(null)
37-537,(null),13.8750436538089,(null)
53-563,(null),14.3543895938427,(null)
37-559,(null),10.8665816831012,(null)
30-539,(null),6.32788007504519,(null)
43-539,(null),5.85884245352895,(null)
468-37,-173.414619,17.64830301,0.532332122
453-1,-567.1247968,15.0345667,0.646298647
457-45,-148.6365561,19.34392226,0.217152372
456-13,-1610.718224,15.19300936,0.41686365
441-33,-1406.313716,23.7651613,0.154420152
455-45,-3353.982746,15.4189826,0.487971395
505-41,-4867.809126,11.97283786,1.060565472
470-80,-278.372312,22.91684749,0.334210783
473-80,-4510.931635,1.152772426,(null)
470-82,-860.2049938,22.42392051,0.454947263
470-84,-532.8172476,22.01392086,0.303579539
516-85,-167.2642701,20.52876296,0.35657692
471-85,-3705.994414,7.64771141,0.222858921
482-97,-5550.528803,19.05922677,0.147290021
464-9,-15.75201481,24.85215788,0.405735373
471-68,-3280.486368,7.324476933,0.159568414
470-4,-293.2646791,24.27895559,0.216506302
516-21,-156.9852701,22.98911306,0.205803216
482-37,-5505.57059,18.00885789,0.154722989
520-37,-2256.399252,14.08491232,0.194086522
446-49,-165.2308069,23.967439,0.170484006
450-17,-494.622685,25.9529365,0.144430429
492-5,-5616.10494,21.75755528,0.136849418
57-567,(null),4.04458558368071,(null)
72-567,(null),4.55703622662656,(null)
73-567,(null),4.564666214456,(null)
5-568,(null),4.48660483820083,(null)
12-568,(null),4.67368870241921,(null)
17-568,(null),5.01778141272814,(null)
57-505,(null),10.5871343598434,(null)
61-506,(null),12.0968976164975,(null)
13-509,(null),14.6140676498344,(null)
3-512,(null),16.0359708820524,(null)
11-512,(null),16.9092642977328,(null)
5-518,(null),23.4069952562891,(null)
9-556,(null),11.1873118224283,(null)
25-521,(null),26.3088853821548,(null)
5-535,(null),24.7105173967371,(null)
29-535,(null),23.489275526338,(null)
69-535,(null),20.8403626897939,(null)
61-536,(null),15.7526436693452,(null)
25-537,(null),13.9924878663838,(null)
61-537,(null),13.9796066891357,(null)
9-534,(null),17.9055012124451,(null)
53-534,(null),18.3381911929937,(null)
57-534,(null),18.3673016583431,(null)
69-534,(null),18.3895792134451,(null)
81-534,(null),18.8979774648416,(null)
41-543,(null),24.1131324214497,(null)
45-543,(null),24.034022632722,(null)
49-543,(null),23.9588905891213,(null)
61-543,(null),23.2911526993104,(null)
61-544,(null),16.6837545000853,(null)
29-545,(null),15.9073128545561,(null)
53-545,(null),16.5630718055427,(null)
57-545,(null),16.731953536784,(null)
1-542,(null),25.9540696283656,(null)
9-561,(null),21.0655054308335,(null)
45-561,(null),19.8484172781176,(null)
9-562,(null),17.6177526132608,(null)
61-562,(null),14.6085268392143,(null)
1-560,(null),24.4720373728916,(null)
5-560,(null),24.2451998596818,(null)
9-560,(null),24.1382956958713,(null)
41-560,(null),23.3097058384277,(null)
53-560,(null),23.1616361485094,(null)
73-560,(null),22.5222694490083,(null)
57-559,(null),9.87018671492842,(null)
6-474,(null),1.3931734765444,(null)
7-474,(null),1.3753081201437,(null)
8-474,(null),1.3451044264188,(null)
13-474,(null),1.1203921082415,(null)
23-474,(null),0.82690023000157,(null)
60-474,(null),0.935654179570747,(null)
76-474,(null),0.908010760988645,(null)
5-538,(null),9.28812080487853,(null)
11-538,(null),9.2258303702709,(null)
13-538,(null),9.19420437057778,(null)
22-538,(null),9.0327477649866,(null)
23-538,(null),9.03703523289079,(null)
37-538,(null),8.63346147311137,(null)
40-538,(null),8.36603506148884,(null)
41-538,(null),8.30521705004821,(null)
46-538,(null),8.24471375220054,(null)
48-538,(null),8.35667588489798,(null)
79-538,(null),8.14581897841106,(null)
2-539,(null),8.38741688021088,(null)
14-539,(null),7.64362454843592,(null)
16-539,(null),7.41677085070648,(null)
35-539,(null),6.51464105487071,(null)
40-539,(null),6.42952051517329,(null)
44-539,(null),5.63215328099579,(null)
58-539,(null),3.50913528524899,(null)
3-540,(null),3.33149314201955,(null)
5-553,(null),5.44168006365328,(null)
10-553,(null),5.22731073644474,(null)
6-555,(null),0.0271019630785077,(null)
24-555,(null),-0.0373368306812267,(null)
29-555,(null),-0.130787358192435,(null)
18-567,(null),2.74367125915842,(null)
39-567,(null),3.31417363040674,(null)
3-57,-1275.3302,19.33,0.277126729
18-25,0.1121,26.22,0.14265807
53-9,-4859.169406,13.72,0.242569804
94-34,-3708.142531,12.44,0.252970487
86-56,0.1121,8.97,0.130369902
86-70,-3463.097606,7.06,0.217304006
87-57,-4651.134519,4.86,0.196311131
89-26,0.1121,6.74,0.118867964
89-38,0.1121,6.9,0.069809519
89-41,0.1121,6.75,0.088523775
92-16,0.1121,5.87,0.087595701
93-24,-4199.281388,8.75,0.179164439
93-43,-3411.818463,8.82,0.119063273
145-23,0.1121,1.92,0.20809716
146-17,0.1121,2.25,0.150289148
144-54,0.1121,3.98,0.120854549
156-29,0.1121,4.17,0.205460086
157-47,0.1121,2.78,0.133607253
158-42,0.1121,1.31,0.193637326
158-66,0.1121,1.1,0.223831207
159-36,0.1121,1.6,0.646188557
161-27,0.1121,5.35,0.141006231
194-17,-2626.492175,24.85,0.09674257
167-1,0.1121,11.37,(null)
167-15,-3529.011338,11.43,0.1930888
178-1,-67.11875,17.6,0.354819745
165-33,-3171.308319,10.3,0.296199381
162-14,0.1121,7.7,0.190555468
208-18,0.1121,9.78,(null)
209-18,0.1121,2.52,0.100726768
216-59,0.1121,7.15,0.164735228
216-66,-3424.591406,7.24,0.150886267
216-73,0.1121,6.54,0.144445747
215-28,0.1121,9.85,0.42617932
206-17,-75.528125,21.55,0.288183808
219-5,-4325.6979,6.03,0.183372661
242-13,-29.70375,26.53,0.434723794
270-69,-5011.15375,19.1,0.116986275
372-13,-432.819375,23.17,0.6460554
346-69,-774.391875,19.95,0.585615337
349-53,-107.654375,12.76,0.238920242
297-13,-89.2125,24.84,0.16777949
321-26,-4672.450244,11.71,(null)
321-36,-4636.931138,10.32,0.267132521
321-55,0.1121,9.51,0.238119125
311-25,-210.108125,24.3554795,0.143946812
305-89,-73.3475,13.35,0.310041845
330-1,-72.969375,19.51,0.167943656
360-21,-4740.441875,12.94,0.256866306
269-73,0.1121,18.5,0.358944416
339-5,-55.62875,24.0692989,0.373138368
