TRIP_CODE,SAMPLEDEPTH_M,CPHL_C3,MG_DVP,CPHL_C2,CPHL_C1,CPHL_C1C2,CPHLIDE_A,PHIDE_A,PERID,PYROPHIDE_A,BUT_FUCO,FUCO,NEO,KETO_HEX_FUCO,PRAS,VIOLA,HEX_FUCO,ASTA,DIADCHR,DIADINO,DINO,ANTH,ALLO,MYXO,DIATO,ZEA,LUT,CANTHA,GYRO,DV_CPHL_B,CPHL_B,DV_CPHL_B_AND_CPHL_B,DV_CPHL_A,CPHL_A,DV_CPHL_A_AND_CPHL_A,ECHIN,PHYTIN_B,PHYTIN_A,LYCO,BETA_EPI_CAR,BETA_BETA_CAR,ALPHA_BETA_CAR,PYROPHYTIN_A,PIGMENTS_FLAG,PIGMENTS_COMMENTS
KAI20170518,WC,0.102,0,0.113,0,,0.01,0,0.012,0,0.085,0.044,0.011,0,0.022,0.005,0.196,0,,0.028,0,0,0.022,0,0.006,0.074,0.003,0,0,0,0.119,0.119,0.123,0.663,0.786,0,0,0,,,,0.039,0,0,
KAI20180307,0,0.017,0,0.026,0,,0.007,0,0.014,0,0.013,0.024,0.004,0,0.006,0.004,0.036,0,,0.027,0,0.004,0,0,0.006,0.047,0.002,0,0,0,0.036,0.036,0.012,0.229,0.241,0,0,0,,,,0.016,0,0,
ROT20170331,20,0.055,0,0.068,0,,0.114,0,0,0,0.035,0.114,0.006,0,0.011,0.004,0.07,0,,0.024,0,0,0.005,0,0,0.016,0,0,0,0,0.029,0.029,0.007,0.258,0.265,0,0,0,,,,0.012,0,0,20 m
ROT20170407,20,0.059,0,0.063,0,,0.034,0,0,0,0.033,0.094,0.006,0,0.013,0.005,0.096,0.009,,0.022,0,0,0.007,0,0,0.028,0,0,0,0,0.041,0.041,0.015,0.393,0.408,0,0,0,,,,0.014,0,0,20m
ROT20170523,20,0.092,0,0.107,0,,0.087,0,0,0,0.058,0.151,0.011,0,0.023,0.005,0.126,0.004,,0.025,0,0,0.012,0,0,0.033,0.004,0,0,0,0.101,0.101,0.028,0.59,0.618,0,0,0,,,,0.025,0,0,
ROT20180221,0,0.024,0,0.026,0,,0.008,0,0,0,0.017,0.033,0.003,0,0.008,0.004,0.053,0,,0.032,0,0.002,0.004,0,0.004,0.026,0,0,0,0,0.033,0.033,0.007,0.25,0.257,0,0,0,,,,0.012,0,0,
ROT20180125,20,0.019,0,0.031,0,,0.023,0,0,0,0.014,0.052,0.002,0,0.005,0.003,0.034,0,,0.023,0,0,0.003,0,0.007,0.034,0,0,0,0,0.02,0.02,0.006,0.242,0.248,0,0,0,,,,0.011,0,0,
ROT20161214,20,0.034,0,0.039,0,,0,0,0.005,0,0.029,0.029,0.005,0,0.012,0.004,0.062,0,,0.014,0,0,0.002,0,0,0.027,0,0,0,0,0.042,0.042,0.018,0.244,0.262,0,0,0,,,,0.011,0,0,20m
ROT20170120,WC,0.029,0,0.034,0,,0,0,0.005,0,0.042,0.023,0.002,0,0.005,0.001,0.073,0,,0.024,0,0,0.002,0,0.003,0.02,0,0,0,0,0.027,0.027,0.02,0.222,0.242,0,0,0,,,,0.009,0,0,composite
ROT20170331,0,0.05,0,0.053,0,,0.07,0,0,0,0.03,0.1,0.004,0,0.01,0.004,0.058,0.004,,0.032,0,0,0.008,0,0.002,0.021,0,0,0,0,0.034,0.034,0.006,0.281,0.287,0,0,0,,,,0.01,0,0,surface
ROT20180328,20,0.043,0,0.058,0,,0.021,0,0.013,0,0.022,0.059,0.017,0,0.028,0.015,0.081,0,,0.023,0,0.005,0.012,0,0.004,0.044,0.011,0,0,0,0.105,0.105,0.012,0.53,0.542,0,0,0,,,,0.023,0,0,
ROT20170626,WC,0.074,0,0.088,0,,0.028,0,0,0,0.051,0.103,0.015,0,0.033,0.007,0.113,0.004,,0.02,0,0,0.021,0,0,0.03,0.006,0,0,0,0.117,0.117,0.01,0.671,0.681,0,0,0,,,,0.021,0,0,
ROT20170802,20,0.048,0,0.06,0,,0.022,0,0,0,0.039,0.074,0.009,0,0.019,0.005,0.071,0.007,,0.028,0,0.003,0.013,0,0.007,0.015,0,0,0,0,0.078,0.078,0,0.433,0.433,0,0,0,,,,0.015,0,0,
PHB20180326,0,0.02,0,0.022,0,,0.011,0,0.004,0,0.013,0.019,0,0,0,0,0.03,0,,0.006,0,0,0,0,0,0.031,0,0,0,0,0.014,0.014,0.022,0.216,0.238,0,0,0,,,,0.018,0,0,
NSI20201022,20,0.02,0,0.026,0,,0.017,0,0.005,0,0.01,0.034,0,0,0,0,0.024,0,,0.006,0,0,0,0,0,0.025,0,0,0,0,0.005,0.005,0.022,0.128,0.15,0,0,0,,,,0.003,0,0,
PHB20201013,20,0.021,0,0.046,0.024,,0.013,0,0.029,0,0.009,0.037,0.022,0,0.056,0.029,0.05,0,,0.02,0,0.004,0.009,0,0.002,0.008,0,0,0,0,0.173,0.173,0,0.522,0.522,0,0,0,,,,0.018,0,0,
ROT20191126,0,0.007,0,0.022,0,,0.002,0,0.006,0,0.012,0.037,0.003,0,0.007,0.004,0.031,0,,0.029,0,0.003,0.003,0,0.002,0.03,0,0,0,0,0.026,0.026,0,0.213,0.213,0,0,0,,,,0.009,0,0,
ROT20191218,20,0.019,0,0.025,0,,0,0,0,0,0.015,0.028,0.004,0,0.008,0.003,0.037,0.006,,0.008,0,0,0,0,0,0.028,0,0,0,0,0.039,0.039,0.016,0.2,0.216,0,0,0,,,,0.011,0,0,
ROT20200128,20,0.021,0,0.024,0,,0,0,0.002,0,0.015,0.026,0.004,0,0.008,0.003,0.046,0.003,,0.013,0,0,0,0,0,0.031,0,0,0,0,0.03,0.03,0.01,0.217,0.227,0,0,0,,,,0.009,0,0,
DAR20200203_2130,0,0.022,0,0.102,0.046,,0.053,0,0,0,0,0.407,0.005,0,0.017,0.004,0.014,0,,0.036,0,0,0.031,0,0,0.062,0,0,0,0,0.058,0.058,0,1.122,1.122,0,0,0,,,,0.056,0,0,
DAR20200204_0330,18,0.022,0,0.12,0.11,,0.039,0,0,0,0.013,0.682,0.006,0,0.028,0.006,0.012,0.021,,0.058,0,0,0.035,0,0,0.076,0,0,0,0,0.065,0.065,0,1.853,1.853,0,0,0,,,,0.081,0,0,DAR20200204PHYPIGWQM – 1 litre filtering took 45mins
NSI20200625,20,0.063,0,0.09,0,,0.083,0,0.005,0,0.04,0.123,0.005,0,0.01,0.005,0.093,0,,0.029,0,0.005,0.006,0,0.008,0.043,0,0,0,0,0.032,0.032,0.022,,,0,0,0,,,,0.019,0,0,
NSI20200625,0,0.05,0,0.075,0,,0.103,0,0.003,0,0.033,0.089,0.004,0,0.008,0.003,0.079,0,,0.028,0,0.003,0.005,0,0.007,0.047,0,0,0,0,0.024,0.024,0.024,,,0,0,0,,,,0.019,0,0,
PHB20200609,20,0.055,0,0.1,0,,0.027,0,0.019,0,0.064,0.097,0.018,0,0.039,0.009,0.098,0.005,,0.018,0,0,0.035,0,0,0.019,0.006,0,0,0,0.138,0.138,0,,,0,0,0,,,,0.024,0,0,
MAI20200810,20,0.06,0,0.079,0,,0.01,0,0.019,0,0.048,0.056,0.015,0,0.038,0.01,0.106,0,,0.022,0,0.002,0.021,0,0.003,0.011,0,0,0,0,0.152,0.152,0,0.625,0.625,0,0,0,,,,0.023,0,0,
MAI20200909,0,0.074,0,0.114,0,,0.141,0,0.012,0,0.024,0.164,0.018,0,0.048,0.018,0.102,0,,0.038,0,0.005,0.023,0,0.005,0.012,0,0,0,0,0.138,0.138,0,0.651,0.651,0,0,0,,,,0.023,0,0,
YON20200611,26,0.007,0,0.013,0,,0.004,0,0,0,0.009,0.02,0.001,0,0.004,0.002,0.021,0,,0.005,0,0,0,0,0,0.044,0,0,0,0,0.015,0.015,0.009,0.233,0.242,0,0,0,,,,0.019,0,0,
YON20200611,0,0.006,0,0.012,0,,0.01,0,0,0,0.007,0.017,0.001,0,0.003,0.001,0.017,0.004,,0.006,0,0,0,0,0,0.034,0,0,0,0,0.011,0.011,0.005,0.149,0.154,0,0,0,,,,0.01,0,0,
ROT20201013,20,0.019,0,0.027,0,,0.004,0,0,0,0.018,0.029,0.004,0,0.013,0.008,0.045,0,,0.014,0,0.001,0.006,0,0.002,0.012,0,0,0,0,0.04,0.04,0.009,0.224,0.233,0,0,0,,,,0.01,0,0,
ROT20201013,0,0.02,0,0.025,0,,0.014,0,0.005,0,0.016,0.025,0.005,0,0.013,0.008,0.038,0,,0.018,0,0.004,0.006,0,0.003,0.014,0,0,0,0,0.027,0.027,0.007,0.185,0.192,0,0,0,,,,0.005,0,0,
DAR20200922_0030,0,0.017,0,0.083,0.037,,0,0,0.023,0,0,0.378,0.006,0,0.02,0.008,0.03,0.008,,0.054,0,0,0.022,0,0,0.079,0,0,0,0,0.065,0.065,0,1.098,1.098,0,0,0,,,,0.055,0,0,
YON20201209,26,0.023,0,0.04,0,,0.017,0,0.014,0,0.014,0.057,0.002,0,0.002,0.003,0.035,0,,0.015,0,0,0,0,0,0.127,0,0,0,0.008,0.033,0.041,0.079,0.464,0.543,0,0,0,,,,0.049,0,0,
YON20210209,0,0.008,0,0.014,0,,0.02,0,0.005,0,0.006,0.011,0,0,0,0.001,0.031,0.002,,0.008,0,0,0,0,0,0.067,0,0,0,0,0.005,0.005,0.022,0.196,0.218,0,0,0,,,,0.019,0,0,
YON20170322,26,0.088,0,0.113,0,,0.22,0.148,0.003,0,0.007,0.205,0.002,0,0,0,0.033,0.004,,0.017,0,0,0,0,0,0.017,0,0,0,0,0.014,0.014,0.003,0.273,0.276,0,0,0,,,,0.012,0,0,
YON20170426,0,0.018,0,0.029,0,,0.014,0,0,0,0.006,0.057,0.003,0,0.006,0.002,0.023,0,,0.009,0,0,0.002,0,0,0.063,0,0,0,0,0.019,0.019,0,0.312,0.312,0,0,0,,,,0.017,0,0,
DAR20150203_0330,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
NSI20210226,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
NSI20080929,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
NSI20091115,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
NSI20151216,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,Dewar left out - samples bad - not analysed
ROT20160722,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,rosette failed
DAR20200203_2130,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
PHB20190522,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
DAR20190722_2130,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
YON20190917,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
YON20200926,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
NSI20200817,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
PHB20201013,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
NSI20200625,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
PHB20210310,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
PHB20190923,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
YON20200306,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
PHB20190626,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
ROT20200520,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
ROT20200605,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
MAI20191015,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
NSI20190821,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
PHB20210210,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
YON20201209,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
DAR20150203_0030,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
DAR20150203_0330,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
DAR20150203_0630,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
PHB20140211,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,xx
NSI20140917,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
NSI20140725,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
NSI20160120,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,Dewar left out - samples bad - not analysed
NSI20160120,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
YON20110720,WC,0.011,0,0.011,0,,0.009,0,0,0,0.013,0.017,0,0,0,0.002,0.024,0,0,0.009,0,0,0,0,0,0.06,0,0,0,0,0.006,0.006,0.01,0.145,0.155,0,0,0,0,,,0.012,0,1,
YON20130220,26,0.012,0,0.021,0,,0.007,0,0,0,0.012,0.017,0,0,0,0.002,0.026,0.003,0,0.007,0,0,0,0,0,0.104,0,0,0,0.01,0.015,0.025,0.069,0.205,0.274,0,0,0,0,,,0.026,0,1,
PHB20090518,WC,0.045,0,0.053,0,,0.072,0.094,0,0,0.022,0.119,0.004,0,0.011,0,0.052,0,0,0.017,0,0,0.011,0,0,0.027,0,0,0,0,0.031,0.031,0.012,0.334,0.346,0,0,0,0,,,0.017,0,1,
PHB20101110,WC,0.026,0,0.033,0,,0,0,0.008,0,0.033,0.037,0.007,0,0.021,0.004,0.07,0,0,0.014,0,0,0.011,0,0,0.01,0,0,0,0,0.061,0.061,0,0.322,0.322,0,0,0,0,,,0.016,0,2,station start time used
KAI20110223,90,0.032,0,0.025,0,,0,0,0,0,0.017,0.052,0.003,0,0.009,0,0.035,0,0,0.005,0,0,0,0,0,0.014,0,0,0,0.014,0.043,0.057,0.03,0.232,0.262,0,0,0,0,,,0.012,0,2,
KAI20120215,100,0.092,0,0.069,0,,0.064,0,0.027,0,0.049,0.119,0,0,0.009,0.002,0.086,0,0,0.019,0,0,0,0,0,0.027,0,0,0,0.004,0.044,0.048,0.023,0.402,0.425,0,0,0,0,,,0.022,0,1,
ROT20150128,WC,0.02,0,0.025,0,,0.008,0,0,0,0.015,0.032,0.003,0,0.008,0.004,0.046,0.003,0,0.029,0,0.004,0.003,0,0.007,0.02,0.002,0,0,0,0.023,0.023,0.005,0.178,0.183,0,0,0,0,,,0.008,0,1,
MAI20100722,20,0.018,0,0.028,0,,0,0,0.006,0,0.027,0.034,0.006,0,0.014,0.006,0.048,0,0,0.011,0,0,0.012,0,0,0.009,0,0,0,0,0.053,0.053,0,0.273,0.273,0,0,0,0,,,0.008,0,1,
MAI20101001,WC,0.007,0,0.023,0,,0,0,0.006,0,0.01,0.055,0.006,0,0.018,0.004,0.031,0,0,0.016,0,0,0.007,0,0,0.005,0,0,0,0,0.052,0.052,0,0.23,0.23,0,0,0,0,,,0.005,0,1,
MAI20111005,20,0.026,0,0.089,0,,0.124,0,0.023,0,0.027,0.085,0.029,0,0.088,0.048,0.077,0,0,0.042,0,0.004,0.04,0,0.003,0.014,0,0,0,0,0.236,0.236,0,0.728,0.728,0,0,0,0,,,0.036,0,2,station start time used
MAI20121002,WC,0.025,0,0.052,0,,0.084,0,0.011,0,0.012,0.097,0.011,0,0.019,0.006,0.036,0,0,0.017,0,0,0.009,0,0,0,0,0,0,0,0.052,0.052,0,0.39,0.39,0,0,0,0,,,0.008,0,1,
ROT20130423,40,0.033,0,0.03,0,,0.006,0.033,0,0,0.029,0.063,0.004,0,0.009,0.003,0.029,0.003,0,0.011,0,0,0,0,0,0.018,0.003,0,0,0,0.034,0.034,0.009,0.239,0.248,0,0,0,0,,,0.012,0,1,
ROT20130517,WC,0.042,0,0.064,0,,0.015,0,0.005,0,0.02,0.09,0.014,0,0.032,0.014,0.054,0.012,0,0.02,0,0.003,0.016,0,0.003,0.038,0.005,0,0,0,0.115,0.115,0.014,0.548,0.562,0,0,0,0,,,0.022,0,1,
ROT20111221,40,0.021,0,0.028,0.004,,0,0,0.005,0,0.014,0.033,0.005,0,0.014,0.004,0.059,0,0,0.01,0,0,0.006,0,0,0.043,0,0,0,0,0.043,0.043,0,0.266,0.266,0,0,0,0,,,0.016,0,1,
YON20140501,26,0.026,0,0.029,0,,0.005,0,0,0,0.016,0.027,0,0,0,0,0.056,0.004,0,0.012,0,0,0,0,0.001,0.077,0,0,0,0.004,0.014,0.018,0.033,0.269,0.302,0,0,0,0,,,0.022,0,1,
YON20140527,1,0.011,0,0.015,0,,0.007,0,0,0,0.006,0.019,0.002,0,0.002,0.001,0.023,0.003,0,0.006,0,0,0,0,0,0.098,0,0,0,0.021,0.015,0.036,0.034,0.313,0.347,0,0,0,0,,,0.032,0,1,
YON20140624,1,0.01,0,0.009,0,,0.005,0,0,0,0.007,0.007,0,0,0,0.001,0.015,0,0,0.007,0,0,0,0,0,0.056,0,0,0,0,0.005,0.005,0.023,0.097,0.12,0,0,0,0,,,0.012,0,1,
DAR20121208_1630,WC,0.025,0,0.04,0.015,,0,0,0,0,0,0.115,0,0,0.008,0.002,0.024,0.007,0,0.014,0,0,0.006,0,0,0.047,0,0,0,0,0.036,0.036,0,0.355,0.355,0,0,0,0,,,0.024,0,1,
YON20101208,26,0.018,0,0.025,0,,0.01,0,0,0,0.014,0.035,0,0,0,0.002,0.042,0,0,0.013,0,0,0,0,0,0.112,0,0,0,0.009,0.008,0.017,0.11,0.175,0.285,0,0,0,0,,,0.031,0,1,
NIN20120827,40,0.049,0,0.05,0,,0.011,0,0.008,0,0.044,0.041,0.004,0,0.009,0.003,0.074,0.004,0,0.009,0,0,0.005,0,0,0.061,0,0,0,0.013,0.05,0.063,0.101,0.339,0.44,0,0,0,0,,,0.03,0,1,
PHB20100119,WC,0.177,0,0.35,0,,0,0.116,0.054,0,0.068,0.769,0,0,0.013,0.004,0.097,0,0,0.113,0,0.002,0.023,0,0.009,0,0,0,0,0,0.038,0.038,0,1.843,1.843,0,0,0,0,,,0.047,0,2,station start time used
DAR20140906_0030,WC,0.011,0,0.021,0,,0.013,0,0,0,0.006,0.063,0.003,0,0.01,0.003,0.025,0.007,0,0.015,0,0,0.004,0,0,0.067,0,0,0,0,0.028,0.028,0,0.293,0.293,0,0,0,0,,,0.021,0,1,clear
DAR20140906_0030,6,0.009,0,0.018,0,,0.011,0,0,0,0.006,0.053,0.004,0,0.01,0.004,0.019,0.005,0,0.016,0,0,0.004,0,0,0.065,0,0,0,0,0.031,0.031,0,0.259,0.259,0,0,0,0,,,0.02,0,1,clear
DAR20140906_0930,6,0.012,0,0.017,0,,0.013,0,0,0,0.004,0.046,0.003,0,0.005,0.003,0.016,0.007,0,0.01,0,0,0.002,0,0.003,0.068,0,0,0,0,0.026,0.026,0,0.22,0.22,0,0,0,0,,,0.019,0,1,
PHB20140427,WC,0.044,0,0.057,0,,0.015,0,0.009,0,0.039,0.038,0.013,0,0.024,0.007,0.076,0.005,0,0.018,0,0,0.014,0,0,0.054,0.008,0,0,0.005,0.105,0.11,0.058,0.496,0.554,0,0,0,0,,,0.033,0,1,
PHB20140515,WC,0.048,0,0.043,0,,0.008,0,0.005,0,0.048,0.022,0.008,0,0.014,0.004,0.071,0.003,0,0.015,0,0,0.006,0,0,0.037,0.005,0,0,0.007,0.066,0.073,0.037,0.331,0.368,0,0,0,0,,,0.02,0,1,
KAI20091007,40,0.022,0,0.028,0,,0,0,0.006,0,0.021,0.023,0.008,0,0.018,0.009,0.052,0,0,0.015,0,0,0.008,0,0.003,0.049,0,0,0,0,0.079,0.079,0.013,0.293,0.306,0,0,0,0,,,0.016,0,4,volume not recorded
KAI20091007,98,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,9,
KAI20120415,100,0.021,0,0.017,0.004,,0,0,0,0,0.036,0.027,0,0,0.004,0,0.016,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.005,0.101,0.106,0,0,0,0,,,0.004,0,0,
PHB20140911,15,0.084,0,0.229,0,,0.461,0.079,0.148,0,0.038,0.182,0.035,0,0.088,0.02,0.094,0,0,0.058,0,0.003,0.03,0,0.004,0.005,0,0,0,0,0.244,0.244,0,0.849,0.849,0,0,0,0,,,0.034,0,1,
YON20140717,1,0.004,0,0.008,0,,0.003,0,0,0,0.008,0.007,0,0,0,0.001,0.015,0,0,0.008,0,0,0,0,0,0.072,0,0,0,0.004,0.008,0.012,0.059,0.074,0.133,0,0,0,0,,,0.012,0,1,
MAI20091013,80,0.034,0,0.053,0.015,,0.006,0.244,0,0,0.005,0.253,0.004,0,0.01,0,0.009,0.004,0,0.027,0,0,0.006,0,0,0,0,0,0,0,0.02,0.02,0,0.634,0.634,0,0,0,0,,,0.018,0,1,
MAI20100120,WC,0.047,0,0.065,0,,0,0,0.013,0,0.029,0.056,0.022,0,0.044,0.014,0.113,0,0,0.025,0,0.007,0.022,0,0.005,0.056,0,0,0,0,0.181,0.181,0,0.656,0.656,0,0,0,0,,,0.029,0,1,
MAI20100615,WC,0.021,0,0.031,0,,0,0,0.007,0,0.025,0.033,0.012,0,0.025,0.008,0.054,0,0,0.012,0,0,0.019,0,0,0.014,0,0,0,0,0.09,0.09,0,0.359,0.359,0,0,0,0,,,0.014,0,2,
ROT20100924,40,0.02,0,0,0.037,,0,0,0.008,0,0.017,0.041,0.014,0,0.02,0.004,0.049,0,0,0.01,0,0.002,0.009,0,0,0.019,0,0,0,0,0.066,0.066,0,0.266,0.266,0,0,0,0,,,0.011,0,1,
ROT20121019,WC,0.012,0,0.018,0,,0.005,0,0,0,0.01,0.017,0.003,0,0.008,0.004,0.022,0,0,0.015,0,0.003,0.003,0,0,0.028,0,0,0,0,0.027,0.027,0.022,0.129,0.151,0,0,0,0,,,0.008,0,1,
NSI20110623,57,0,0,0,0,,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0.011,0,0,0,0,,,0,0,1,
NSI20120213,WC,0.008,0,0.012,0,,0.006,0,0,0,0.005,0.027,0,0,0,0,0.011,0,0,0.004,0,0,0,0,0,0.051,0,0,0,0,0,0,0.047,0.121,0.168,0,0,0,0,,,0.013,0,1,
NSI20141223,20,0.012,0,0.016,0,,0.007,0,0,0,0.01,0.018,0.002,0,0,0.001,0.018,0.002,0,0.003,0,0,0,0,0.003,0.079,0,0,0,0.006,0.018,0.024,0.069,0.138,0.207,0,0,0,0,,,0.014,0,1,
MAI20120119,20,0.085,0,0.142,0,,0.118,0,0.062,0,0.038,0.149,0.025,0,0.068,0.026,0.16,0,0,0.057,0,0.004,0.052,0,0.008,0.029,0,0,0,0,0.245,0.245,0,0.977,0.977,0,0,0,0,,,0.046,0,1,
MAI20120222,20,0.079,0,0.142,0.026,,0,0,0.02,0,0.051,0.096,0.038,0,0.092,0.02,0.116,0,0,0.02,0,0.004,0.083,0,0,0.081,0,0,0,0,0.393,0.393,0.055,1.141,1.196,0,0,0,0,,,0.069,0,1,
MAI20130129,WC,0.255,0,0.257,0,,0.029,0,0.023,0,0.063,0.197,0.03,0,0.108,0.019,0.4,0,0,0.092,0,0.012,0.069,0,0.008,0.018,0,0,0,0,0.273,0.273,0,1.619,1.619,0,0,0,0,,,0.051,0,2,used CTD soak time
ESP20090512,20,0.051,0,0.064,0,,0.244,0,0.016,0,0.041,0.089,0.01,0,0.02,0.007,0.091,0.005,0,0.024,0,0.003,0.008,0,0.003,0.027,0,0,0,0,0.039,0.039,0,0.161,0.161,0,0,0,0,,,0.012,0,1,
ROT20110224,20,0.034,0,0.035,0,,0.011,0,0.005,0,0.034,0.036,0.004,0,0.006,0.003,0.072,0,0,0.016,0,0,0.006,0,0,0.024,0,0,0,0.005,0.038,0.043,0.038,0.227,0.265,0,0,0,0,,,0.017,0,1,
MAI20140807,20,0.022,0,0.032,0,,0,0,0.006,0,0.024,0.024,0.005,0,0.014,0.004,0.038,,0,0.01,0,0,0.008,0,0,0.008,0,0,0,0,0.047,0.047,0.007,0.216,0.223,0,0,0,0,,,0.009,0,1,
ROT20140902,WC,0.054,0,0.061,0,,0.042,0,0.006,0,0.227,0.106,0.008,0,0.014,0.005,0.078,0.004,0.031,0,0,0.003,0.008,0,0.004,0.017,0.006,0,0,0,0.052,0.052,0.007,0.398,0.405,0,0,0,0,,,0.016,0,0,Composite
YON20100909,WC,0,0,0,0.009,,0,0,0,0,0.01,0.013,0,0,0,0.002,0.02,0,0,0.007,0,0,0,0,0,0.116,0,0,0,0.011,0,0.011,0.069,0.103,0.172,0,0,0,0,,,0.018,0,1,
YON20110616,WC,0.012,0,0.013,0.003,,0,0,0,0,0.009,0.015,0,0,0,0.001,0.028,0,0,0.009,0,0,0,0,0,0.048,0,0,0,0,0.008,0.008,0,0.132,0.132,0,0,0,0,,,0.009,0,1,
YON20121219,8,0.015,0,0.022,0,,0.015,0,0.005,0,0.013,0.022,0,0,0,0.002,0.031,0,0,0.011,0,0,0,0,0,0.083,0,0,0,0.005,0.014,0.019,0.046,0.222,0.268,0,0,0,0,,,0.023,0,1,
NIN20110706,20,0.018,0,0.026,0.003,,0,0,0,0,0.021,0.026,0.002,0,0.004,0,0.034,0,0,0.008,0,0,0,0,0,0.063,0,0,0,0,0.022,0.022,0.048,0.182,0.23,0,0,0,0,,,0.012,0,1,
KAI20091115,90,0,0,0.007,0,,0,0,0,0,0.006,0.017,0,0,0.002,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0.013,0,0.081,0.081,0,0,0,0,,,0,0,4,volume not recorded
NSI20091021,WC,0.021,0,0,0.024,,0,0,0,0,0.018,0.034,0,0,0,0,0.029,0,0,0.008,0,0,0,0,0.003,0.023,0,0,0,0,0,0,0,0.131,0.131,0,0,0,0,,,0.007,0,2,station start time used
DAR20140702,WC,0,0,0.011,0.007,,0,0,0,0,0,0.042,0,0,0,0,0.002,0,0,0.007,0,0,0.002,0,0,0.014,0,0,0,0,0.005,0.005,0,0.119,0.119,0,0,0,0,,,0.004,0,0,
ROT20140519,40,0.029,0,0.034,0,,0.009,0,0.005,0,0.016,0.035,0.014,0,0.024,0.005,0.062,0.006,0,0.017,0,0.005,0.005,0,0.004,0.037,0.015,0,0,0,0.083,0.083,0.008,0.335,0.343,0,0,0,0,,,0.013,0,1,
MAI20101027,WC,0.055,0,0.132,0.055,,0,0,0.029,0,0.013,0.544,0.009,0,0.018,0.005,0.06,0.006,0,0.092,0,0,0.003,0,0.008,0,0,0,0,0,0.072,0.072,0,1.408,1.408,0,0,0,0,,,0.037,0,2,
MAI20110407,82,0.005,0,0.012,0,,0.009,0,0,0,0.008,0.019,0.003,0,0.006,0,0.013,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0.018,0.018,0,0.081,0.081,0,0,0,0,,,0.006,0,2,station start time used
